YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 04 30 00 354  3.4  3.6   .00   .00   .00 999 1031.6   4.8   2.1 999.0 99.0
1999 04 30 01 335  2.8  3.2   .00   .00   .00 999 1031.4   4.9   2.1 999.0 99.0
1999 04 30 02 348  2.8  3.0   .00   .00   .00 999 1030.8   4.7   2.1 999.0 99.0
1999 04 30 03 330  1.6  1.9   .00   .00   .00 999 1030.8   4.8   2.0 999.0 99.0
1999 04 30 04 146  2.2  3.6   .00   .00   .00 999 1030.7   4.0   2.0 999.0 99.0
1999 04 30 05 183  1.7  1.9   .00   .00   .00 999 1030.9   3.5   2.0 999.0 99.0
1999 04 30 06 199  1.6  1.9   .00   .00   .00 999 1030.9   3.9   2.0 999.0 99.0
1999 04 30 07 223  1.6  1.8   .00   .00   .00 999 1030.7   3.2   2.0 999.0 99.0
1999 04 30 08 242  2.4  2.8   .00   .00   .00 999 1030.7   2.9   1.7 999.0 99.0
1999 04 30 09 298  1.7  1.9   .00   .00   .00 999 1031.3   3.0   1.7 999.0 99.0
1999 04 30 10 165  1.8  2.0   .00   .00   .00 999 1031.3   3.0   1.7 999.0 99.0
1999 04 30 11 237  1.0  1.1   .00   .00   .00 999 1031.6   3.5   1.7 999.0 99.0
1999 04 30 12 270   .8  1.1   .00   .00   .00 999 1032.2   3.9   1.7 999.0 99.0
1999 04 30 13 306  1.8  2.2   .00   .00   .00 999 1032.4   3.2   1.6 999.0 99.0
1999 04 30 14 342  1.1  1.5   .00   .00   .00 999 1032.2   4.5   1.7 999.0 99.0
1999 04 30 15 227  1.4  2.2   .00   .00   .00 999 1032.1   5.5   2.1 999.0 99.0
1999 04 30 16 159  1.2  1.4   .00   .00   .00 999 1031.6   4.8   2.3 999.0 99.0
1999 04 30 17 231  2.1  2.4   .00   .00   .00 999 1031.5   4.8   2.3 999.0 99.0
1999 04 30 18 240  1.7  1.9   .00   .00   .00 999 1030.7   5.5   2.3 999.0 99.0
1999 04 30 19 257   .6   .9   .00   .00   .00 999 1030.1   7.1   2.3 999.0 99.0
1999 04 30 20  82   .2   .4   .00   .00   .00 999 1029.6   7.8   2.4 999.0 99.0
1999 04 30 21 354  2.7  3.2   .00   .00   .00 999 1028.9   6.6   2.4 999.0 99.0
1999 04 30 22   3  1.2  1.5   .00   .00   .00 999 1028.4   5.1   2.4 999.0 99.0
1999 04 30 23 350  1.3  1.8   .00   .00   .00 999 1027.6   5.6   2.2 999.0 99.0
1999 05 01 00  76  1.2  1.3   .00   .00   .00 999 1027.3   5.6   2.1 999.0 99.0
1999 05 01 01  89   .4   .7   .00   .00   .00 999 1026.8   5.5   2.1 999.0 99.0
1999 05 01 02 206   .1   .5   .00   .00   .00 999 1026.8   4.8   2.1 999.0 99.0
1999 05 01 03  96  1.4  1.8   .00   .00   .00 999 1027.4   4.8   2.0 999.0 99.0
1999 05 01 04 133  1.7  2.0   .00   .00   .00 999 1027.4   4.4   2.0 999.0 99.0
1999 05 01 05  40   .4   .8   .00   .00   .00 999 1026.6   7.4   2.0 999.0 99.0
1999 05 01 06 153  1.4  1.8   .00   .00   .00 999 1026.1   6.7   2.0 999.0 99.0
1999 05 01 07 337  1.1  1.3   .00   .00   .00 999 1025.7   6.2   1.7 999.0 99.0
1999 05 01 08 318  1.6  2.1   .00   .00   .00 999 1025.7   4.2   1.6 999.0 99.0
1999 05 01 09 298   .4   .5   .00   .00   .00 999 1025.8   3.5   1.6 999.0 99.0
1999 05 01 10 109  1.5  1.7   .00   .00   .00 999 1025.9   3.6   1.6 999.0 99.0
1999 05 01 11 160  2.2  2.7   .00   .00   .00 999 1026.0   3.0   1.7 999.0 99.0
1999 05 01 12 187  2.1  2.6   .00   .00   .00 999 1026.1   3.1   1.6 999.0 99.0
1999 05 01 13 159  1.5  1.8   .00   .00   .00 999 1026.6   3.8   1.7 999.0 99.0
1999 05 01 14 174  2.8  3.2   .00   .00   .00 999 1026.5   4.3   1.8 999.0 99.0
1999 05 01 15 220   .9  1.0   .00   .00   .00 999 1026.1   5.8   2.0 999.0 99.0
1999 05 01 16 200   .5   .8   .00   .00   .00 999 1025.9   6.4   2.3 999.0 99.0
1999 05 01 17 232  1.1  1.2   .00   .00   .00 999 1025.7   6.0   2.3 999.0 99.0
1999 05 01 18 348  2.6  2.8   .00   .00   .00 999 1025.1   4.4   2.3 999.0 99.0
1999 05 01 19  18  2.5  2.7   .00   .00   .00 999 1024.4   4.3   2.3 999.0 99.0
1999 05 01 20  35  2.6  2.8   .00   .00   .00 999 1023.6   4.3   2.4 999.0 99.0
1999 05 01 21  49  2.8  3.0   .00   .00   .00 999 1022.8   4.4   2.3 999.0 99.0
1999 05 01 22  47  3.4  3.9   .00   .00   .00 999 1022.1   4.6   2.3 999.0 99.0
1999 05 01 23  81  2.8  3.1   .00   .00   .00 999 1021.4   4.3   2.3 999.0 99.0
1999 05 02 00  56  2.5  2.7   .00   .00   .00 999 1020.6   4.0   2.3 999.0 99.0
1999 05 02 01  59  2.0  2.2   .00   .00   .00 999 1020.1   4.3   2.1 999.0 99.0
1999 05 02 02  59  1.4  1.6   .00   .00   .00 999 1019.7   3.6   2.1 999.0 99.0
1999 05 02 03  39  2.8  3.1   .00   .00   .00 999 1019.6   3.6   2.1 999.0 99.0
1999 05 02 04  18  3.7  4.1   .00   .00   .00 999 1019.6   3.5   2.1 999.0 99.0
1999 05 02 05  20  3.4  3.9   .00   .00   .00 999 1019.6   3.6   2.1 999.0 99.0
1999 05 02 06  10  3.4  3.9   .00   .00   .00 999 1019.6   3.6   2.1 999.0 99.0
1999 05 02 07  49  2.2  2.6   .00   .00   .00 999 1019.6   3.6   2.1 999.0 99.0
1999 05 02 08  82  2.0  2.1   .00   .00   .00 999 1019.5   3.8   2.1 999.0 99.0
1999 05 02 09 142  2.7  2.9   .00   .00   .00 999 1019.6   3.9   2.1 999.0 99.0
1999 05 02 10 186  1.0  1.8   .00   .00   .00 999 1019.6   3.2   2.0 999.0 99.0
1999 05 02 11 236  1.5  1.6   .00   .00   .00 999 1019.8   3.5   2.0 999.0 99.0
1999 05 02 12 284  1.0  1.3   .00   .00   .00 999 1020.3   4.0   2.0 999.0 99.0
1999 05 02 13 344   .3   .6   .00   .00   .00 999 1020.6   4.8   2.1 999.0 99.0
1999 05 02 14  27   .3   .7   .00   .00   .00 999 1020.4   6.7   2.3 999.0 99.0
1999 05 02 15 101  2.1  2.6   .00   .00   .00 999 1020.4   5.6   2.4 999.0 99.0
1999 05 02 16 110  2.6  2.8   .00   .00   .00 999 1020.4   4.7   2.4 999.0 99.0
1999 05 02 17  99  2.4  2.5   .00   .00   .00 999 1020.1   5.7   2.4 999.0 99.0
1999 05 02 18  86  3.1  3.4   .00   .00   .00 999 1019.4   6.3   2.4 999.0 99.0
1999 05 02 19  26  2.9  3.2   .00   .00   .00 999 1018.6   6.2   2.4 999.0 99.0
1999 05 02 20  42  4.2  4.4   .00   .00   .00 999 1017.8   5.5   2.4 999.0 99.0
1999 05 02 21  59  4.0  4.6   .00   .00   .00 999 1016.6   5.6   2.4 999.0 99.0
1999 05 02 22  71  4.6  5.4   .00   .00   .00 999 1016.2   5.8   2.3 999.0 99.0
1999 05 02 23  69  5.4  5.8   .00   .00   .00 999 1015.4   5.6   2.3 999.0 99.0
1999 05 03 00   5  2.7  3.0   .00   .00   .00 999 1014.7   5.2   2.3 999.0 99.0
1999 05 03 01  43  4.4  5.0   .24  2.70  2.82 999 1014.0   6.0   2.1 999.0 99.0
1999 05 03 02  44  3.9  4.6   .27  2.70  2.80 999 1013.9   4.1   2.1 999.0 99.0
1999 05 03 03  86  1.3  1.7   .34  2.70  2.86 999 1014.0   3.9   2.1 999.0 99.0
1999 05 03 04 103  2.6  3.6   .31  3.12  3.01 999 1014.0   4.2   2.1 999.0 99.0
1999 05 03 05 144  6.2  6.7   .34  3.23  3.15 999 1013.7   8.2   2.1 999.0 99.0
1999 05 03 06 151  5.7  6.1   .37  3.45  3.19 999 1013.7   8.1   2.1 999.0 99.0
1999 05 03 07 150  5.2  5.6   .36  3.57  3.20 999 1013.7   7.3   2.1 999.0 99.0
1999 05 03 08 147  4.8  5.3   .31  3.57  3.10 999 1013.7   6.7   2.1 999.0 99.0
1999 05 03 09 156  4.3  4.8   .33  3.70  3.19 999 1013.8   5.5   2.1 999.0 99.0
1999 05 03 10 150  3.9  4.2   .38  3.70  3.28 999 1013.8   5.2   2.1 999.0 99.0
1999 05 03 11 141  4.6  5.2   .34  3.57  3.17 999 1013.8   5.5   2.1 999.0 99.0
1999 05 03 12 136  5.9  6.5   .42  3.03  3.05 999 1013.9   6.4   2.1 999.0 99.0
1999 05 03 13 128  6.7  7.5   .45  2.94  3.03 999 1013.6   6.6   2.1 999.0 99.0
1999 05 03 14 126  5.7  6.8   .47  3.23  3.09 999 1013.0   5.8   2.1 999.0 99.0
1999 05 03 15 129  5.3  6.0   .37  3.12  3.07 999 1012.5   6.6   2.3 999.0 99.0
1999 05 03 16 126  5.9  6.6   .51  3.45  3.17 999 1012.2   7.5   2.3 999.0 99.0
1999 05 03 17 108  5.7  6.4   .49  3.57  3.23 999 1011.2   7.8   2.3 999.0 99.0
1999 05 03 18  94  4.1  4.5   .40  3.23  3.13 999 1010.7   7.5   2.3 999.0 99.0
1999 05 03 19  87  3.9  4.4   .35  3.33  3.10 999 1010.1   7.0   2.3 999.0 99.0
1999 05 03 20  85  4.5  5.3   .27  3.03  3.03 999 1009.3   7.1   2.3 999.0 99.0
1999 05 03 21  44  3.9  5.6   .25  2.94  3.00 999 1009.0   6.4   2.4 999.0 99.0
1999 05 03 22  62  4.2  5.1   .25  2.63  2.94 999 1008.4   6.1   2.3 999.0 99.0
1999 05 03 23  83  3.8  4.2   .37  3.33  3.11 999 1008.3   7.5   2.3 999.0 99.0
1999 05 04 00 145  2.5  5.0   .38  3.45  3.15 999 1008.0  11.3   2.3 999.0 99.0
1999 05 04 01 130  2.9  3.7   .41  3.45  3.20 999 1007.6  11.6   2.3 999.0 99.0
1999 05 04 02 141  4.5  5.0   .47  3.57  3.36 999 1007.9   8.7   2.3 999.0 99.0
1999 05 04 03 142  5.3  5.7   .48  3.70  3.38 999 1008.1   8.3   2.3 999.0 99.0
1999 05 04 04 139  7.4  8.1   .54  3.57  3.53 999 1008.2   9.2   2.3 999.0 99.0
1999 05 04 05 144  6.6  7.2   .62  3.70  3.38 999 1008.2   9.1   2.3 999.0 99.0
1999 05 04 06 138  5.7  6.2   .61  3.12  3.42 999 1008.3   7.5   2.3 999.0 99.0
1999 05 04 07 140  6.7  7.4   .59  2.94  3.39 999 1008.3   8.1   2.3 999.0 99.0
1999 05 04 08 136  6.0  6.5   .59  3.12  3.45 999 1008.1   7.6   2.3 999.0 99.0
1999 05 04 09 133  6.7  7.5   .66  5.00  3.72 999 1008.3   7.8   2.3 999.0 99.0
1999 05 04 10 128  8.0  8.9   .68  5.00  3.58 999 1008.1   8.5   2.3 999.0 99.0
1999 05 04 11 126  8.3  9.1   .72  3.23  3.40 999 1008.2   8.2   2.3 999.0 99.0
1999 05 04 12 115  7.3  8.0   .69  3.33  3.45 999 1008.3   7.5   2.3 999.0 99.0
1999 05 04 13 112  6.7  7.8   .56  3.03  3.33 999 1008.7   7.4   2.3 999.0 99.0
1999 05 04 14 106  7.2  8.2   .59  3.23  3.34 999 1008.8   7.8   2.3 999.0 99.0
1999 05 04 15  90  6.5  7.3   .56  3.23  3.41 999 1008.3   7.4   2.3 999.0 99.0
1999 05 04 16  89  6.7  7.3   .45  3.12  3.26 999 1008.0   7.4   2.3 999.0 99.0
1999 05 04 17  83  6.5  7.2   .44  4.35  3.31 999 1007.5   7.5   2.4 999.0 99.0
1999 05 04 18  79  6.0  6.9   .43  4.35  3.19 999 1007.2   7.0   2.4 999.0 99.0
1999 05 04 19  84  5.9  6.9   .44  2.70  3.13 999 1006.5   7.5   2.4 999.0 99.0
1999 05 04 20  76  6.0  6.8   .40  2.94  3.10 999 1005.8   6.8   2.4 999.0 99.0
1999 05 04 21  68  6.1  6.9   .45  2.94  3.17 999 1005.1   7.0   2.4 999.0 99.0
1999 05 04 22  68  6.0  6.7   .62  4.00  3.46 999 1004.3   6.5   2.4 999.0 99.0
1999 05 04 23  75  5.8  7.2   .67  3.85  3.37 999 1003.5   6.7   2.3 999.0 99.0
1999 05 05 00  90  6.0  6.8   .77  4.00  3.58 999 1003.3   7.4   2.4 999.0 99.0
1999 05 05 01 115  6.6  7.5   .75  4.17  3.65 999 1003.5   8.2   2.4 999.0 99.0
1999 05 05 02 117  7.1  8.4   .78  4.17  3.65 999 1004.1   9.4   2.3 999.0 99.0
1999 05 05 03 108  6.4  7.2   .83  5.00  3.76 999 1004.6   7.4   2.3 999.0 99.0
1999 05 05 04 104  7.5  8.1   .85  5.00  3.76 999 1004.3   9.0   2.3 999.0 99.0
1999 05 05 05  91  6.4  6.9   .92  4.76  3.90 999 1004.4   7.1   2.3 999.0 99.0
1999 05 05 06  90  6.6  7.2   .80  4.76  3.83 999 1004.1   7.4   2.3 999.0 99.0
1999 05 05 07  90  6.7  7.5   .82  5.00  3.89 999 1003.2   7.0   2.3 999.0 99.0
1999 05 05 08  85  7.7  8.7   .84  5.00  3.69 999 1002.5   7.7   2.3 999.0 99.0
1999 05 05 09  98  8.7  9.8   .82  3.85  3.68 999 1001.7   8.7   2.3 999.0 99.0
1999 05 05 10  95  7.8  8.6   .82  5.26  3.67 999 1001.7   7.9   2.3 999.0 99.0
1999 05 05 11  82  8.1  9.2   .84  4.00  3.68 999 1001.2   7.0   2.3 999.0 99.0
1999 05 05 12  80  8.0  9.2   .87  4.35  3.70 999 1001.2   5.9   2.3 999.0 99.0
1999 05 05 13  81  8.4  9.5   .89  4.55  3.75 999 1001.1   6.5   2.3 999.0 99.0
1999 05 05 14  80  9.8 11.5  1.04  4.76  3.92 999 1000.1   7.0   2.4 999.0 99.0
1999 05 05 15  90  8.3  9.7  1.03  5.00  3.90 999 1000.1   7.3   2.4 999.0 99.0
1999 05 05 16  83  9.2 10.8  1.11  4.55  3.97 999  999.4   7.9   2.4 999.0 99.0
1999 05 05 17  73  7.4  8.6  1.19  4.76  4.01 999  999.5   6.6   2.4 999.0 99.0
1999 05 05 18  83  8.5  9.8  1.13  5.00  4.05 999  999.0   6.9   2.4 999.0 99.0
1999 05 05 19 117  4.6  6.1  1.14  5.00  4.22 999 1000.9   5.9   2.4 999.0 99.0
1999 05 05 20 125  6.4  7.4  1.09  5.26  4.24 999 1000.3   8.8   2.4 999.0 99.0
1999 05 05 21 128  6.7  7.3  1.18  5.00  4.17 999 1000.8   7.2   2.4 999.0 99.0
1999 05 05 22 103  7.1  7.9  1.19  5.00  4.23 999 1000.0   7.2   2.4 999.0 99.0
1999 05 05 23 115  6.9  7.6  1.19  5.26  4.27 999 1000.2   7.4   2.4 999.0 99.0
1999 05 06 00 113  6.9  7.7  1.16  5.56  4.30 999 1000.1   7.7   2.4 999.0 99.0
1999 05 06 01 103  6.8  7.7  1.10  5.56  4.20 999 1000.3   6.7   2.4 999.0 99.0
1999 05 06 02 125  7.8  9.1   .95  6.25  4.50 999 1000.6   8.2   2.4 999.0 99.0
1999 05 06 03 141  9.6 11.3  1.04  5.56  4.10 999 1000.9   8.5   2.4 999.0 99.0
1999 05 06 04  99  8.8 11.0  1.10  3.70  3.92 999 1000.7   8.5   2.4 999.0 99.0
1999 05 06 05  97  6.3  7.2  1.01  4.00  4.03 999 1000.2   8.1   2.4 999.0 99.0
1999 05 06 06  90  6.8  7.9   .77  4.00  3.90 999 1000.3   6.6   2.4 999.0 99.0
1999 05 06 07  86  6.9  7.6   .68  5.26  3.82 999 1000.2   6.6   2.4 999.0 99.0
1999 05 06 08  37  5.3  6.3   .60  4.55  3.73 999  999.5   4.9   2.4 999.0 99.0
1999 05 06 09  37  4.7  5.7   .58  4.55  3.66 999  999.4   4.5   2.4 999.0 99.0
1999 05 06 10  52  4.9  5.5   .57  4.17  3.47 999  999.7   4.7   2.4 999.0 99.0
1999 05 06 11  33  3.6  4.6   .62  4.55  3.62 999  999.7   4.5   2.4 999.0 99.0
1999 05 06 12  86  2.6  8.7   .62  4.35  3.58 999  999.8   7.1   2.4 999.0 99.0
1999 05 06 13  64  7.3  9.2   .74  4.00  3.53 999  998.4   7.3   2.4 999.0 99.0
1999 05 06 14  38  8.2  9.5   .82  3.70  3.58 999  997.8   5.2   2.4 999.0 99.0
1999 05 06 15  52  8.5 10.7   .85  3.85  3.56 999  997.8   5.1   2.4 999.0 99.0
1999 05 06 16  35  4.3  4.7   .91  4.35  3.78 999  998.7   4.7   2.4 999.0 99.0
1999 05 06 17 352  6.3  7.0   .80  4.35  3.84 999  997.8   4.0   2.4 999.0 99.0
1999 05 06 18  26  8.3 10.5  1.01  5.56  4.14 999  996.6   4.2   2.4 999.0 99.0
1999 05 06 19  30  9.4 11.5  1.17  4.76  4.05 999  994.9   4.1   2.4 999.0 99.0
1999 05 06 20  35  9.3 10.4  1.26  4.35  4.00 999  993.6   4.0   2.4 999.0 99.0
1999 05 06 21  43  8.9 10.2  1.11  4.76  3.93 999  992.4   4.4   2.4 999.0 99.0
1999 05 06 22  35  9.4 10.7  1.27  4.76  4.08 999  991.2   4.6   2.4 999.0 99.0
1999 05 06 23  50  9.8 11.3  1.56  5.00  4.29 999  990.0   5.6   2.4 999.0 99.0
1999 05 07 00  59  8.6  9.8  1.51  5.26  4.36 999  989.4   5.3   2.4 999.0 99.0
1999 05 07 01  63  8.0  9.1  1.58  5.26  4.52 999  988.7   5.5   2.4 999.0 99.0
1999 05 07 02  60  7.4  8.7  1.54  5.56  4.57 999  988.5   5.6   2.4 999.0 99.0
1999 05 07 03  56  6.8  7.5  1.21  5.00  4.20 999  987.9   5.1   2.4 999.0 99.0
1999 05 07 04  60  7.0  8.1  1.13  5.26  4.19 999  986.8   5.1   2.4 999.0 99.0
1999 05 07 05  93  7.6  9.4  1.10  5.00  4.06 999  986.3   5.9   2.4 999.0 99.0
1999 05 07 06  83  9.5 11.1  1.09  4.76  4.04 999  986.0   5.5   2.4 999.0 99.0
1999 05 07 07  74  8.8  9.9  1.25  5.56  4.17 999  985.4   5.5   2.4 999.0 99.0
1999 05 07 08  74  9.8 11.4  1.30  5.26  4.20 999  984.5   5.5   2.4 999.0 99.0
1999 05 07 09  98  6.7  9.1  1.43  4.76  4.26 999  984.6   4.8   2.4 999.0 99.0
1999 05 07 10  96  6.6  7.8  1.47  5.26  4.48 999  984.1   5.5   2.4 999.0 99.0
1999 05 07 11 153  5.0  7.2  1.54  5.26  4.61 999  984.3   4.8   2.4 999.0 99.0
1999 05 07 12 154  5.6  6.7  1.41  5.88  4.49 999  984.6   3.6   2.4 999.0 99.0
1999 05 07 13 169  5.3  7.0  1.26  6.25  4.48 999  985.2   3.3   2.4 999.0 99.0
1999 05 07 14 187  7.2  8.1  1.20  5.56  4.35 999  985.3   3.2   2.4 999.0 99.0
1999 05 07 15 218  7.2  9.2  1.06  5.88  4.17 999  986.2   3.5   2.4 999.0 99.0
1999 05 07 16 211  5.1  6.1  1.06  5.88  4.17 999  987.6   4.0   2.4 999.0 99.0
1999 05 07 17 205  6.3  7.9  1.00  6.67  4.34 999  988.6   4.3   2.4 999.0 99.0
1999 05 07 18 218  6.3  7.4   .92  6.25  4.19 999  989.4   4.3   2.4 999.0 99.0
1999 05 07 19 200  4.4  5.1   .88  5.56  4.35 999  990.3   4.1   2.4 999.0 99.0
1999 05 07 20 180  4.5  5.2   .88  5.88  4.46 999  991.2   4.0   2.4 999.0 99.0
1999 05 07 21 174  3.9  4.6   .83  5.56  4.53 999  991.7   4.3   2.4 999.0 99.0
1999 05 07 22 185  3.5  3.9   .80  5.26  4.54 999  992.3   4.2   2.4 999.0 99.0
1999 05 07 23 203  3.4  3.9   .79  6.67  4.28 999  993.0   4.8   2.4 999.0 99.0
1999 05 08 00 197  4.3  5.3   .76  5.26  4.39 999  993.3   5.1   2.4 999.0 99.0
1999 05 08 01 250  3.5  4.0   .71  5.00  4.46 999  994.2   4.7   2.4 999.0 99.0
1999 05 08 02 283  3.2  3.7   .66  6.67  4.42 999  994.7   3.2   2.4 999.0 99.0
1999 05 08 03 288  3.8  4.2   .64  7.14  4.52 999  995.5   3.1   2.4 999.0 99.0
1999 05 08 04 337  3.9  4.6   .61  6.67  4.66 999  996.3   3.1   2.4 999.0 99.0
1999 05 08 05 344  4.1  4.7   .56  7.14  4.30 999  997.1   3.6   2.4 999.0 99.0
1999 05 08 06 295  5.0  5.5   .51  5.56  4.16 999  997.9   4.0   2.4 999.0 99.0
1999 05 08 07 284  4.6  5.4   .49  5.56  3.88 999  998.6   3.6   2.4 999.0 99.0
1999 05 08 08 263  5.2  6.6   .44  4.76  3.86 999  999.3   3.3   2.4 999.0 99.0
1999 05 08 09 293  4.5  5.6   .41  4.00  3.69 999 1000.2   4.3   2.4 999.0 99.0
1999 05 08 10 305  5.9  6.8   .36  4.55  3.66 999 1001.1   4.8   2.4 999.0 99.0
1999 05 08 11 302  6.1  7.1   .45  2.70  3.23 999 1002.6   4.8   2.4 999.0 99.0
1999 05 08 12 277  6.0  7.2   .52  3.12  3.32 999 1004.2   4.4   2.4 999.0 99.0
1999 05 08 13 290  4.0  4.6   .50  3.33  3.25 999 1005.6   4.2   2.4 999.0 99.0
1999 05 08 14 324  4.3  4.8   .53  3.57  3.30 999 1006.7   4.1   2.4 999.0 99.0
1999 05 08 15 293  3.5  4.3   .65  3.85  3.55 999 1007.6   3.6   2.4 999.0 99.0
1999 05 08 16 296  4.8  5.4   .60  3.45  3.53 999 1008.5   3.9   2.4 999.0 99.0
1999 05 08 17 268  4.8  5.5   .55  3.45  3.50 999 1009.7   3.6   2.4 999.0 99.0
1999 05 08 18 261  3.8  4.3   .51  3.57  3.39 999 1010.6   3.6   2.4 999.0 99.0
1999 05 08 19 246  4.1  5.0   .42  3.45  3.36 999 1010.9   4.1   2.4 999.0 99.0
1999 05 08 20 228  3.8  4.5   .39  3.12  3.36 999 1011.5   3.6   2.4 999.0 99.0
1999 05 08 21 229  5.7  6.5   .38  3.12  3.20 999 1011.7   3.9   2.4 999.0 99.0
1999 05 08 22 239  5.5  6.3   .35  2.78  3.06 999 1012.5   4.0   2.4 999.0 99.0
1999 05 08 23 235  4.6  5.2   .31  2.78  3.13 999 1013.0   4.0   2.4 999.0 99.0
1999 05 09 00 252  3.9  4.6   .26  3.03  3.17 999 1013.3   4.0   2.4 999.0 99.0
1999 05 09 01 254  1.9  2.2   .24  2.94  3.12 999 1014.1   4.0   2.4 999.0 99.0
1999 05 09 02 312  3.2  3.5   .21  2.70  3.25 999 1014.7   3.9   2.4 999.0 99.0
1999 05 09 03 321  1.9  2.1   .21  2.63  3.13 999 1015.7   3.6   2.4 999.0 99.0
1999 05 09 04 344  1.8  2.2   .19  2.56  3.30 999 1016.3   3.9   2.4 999.0 99.0
1999 05 09 05   0   .0   .0   .19  2.78  3.35 999 1017.0   3.3   2.4 999.0 99.0
1999 05 09 06 163   .5   .7   .20  2.63  3.20 999 1017.3   3.1   2.4 999.0 99.0
1999 05 09 07 214  1.4  1.7   .21  2.63  3.28 999 1017.8   3.1   2.4 999.0 99.0
1999 05 09 08 215  2.0  2.2   .17  2.50  3.23 999 1018.1   2.5   2.2 999.0 99.0
1999 05 09 09 243  2.5  2.9   .17  2.70  3.22 999 1018.6   2.5   2.0 999.0 99.0
1999 05 09 10 248  2.6  3.2   .00   .00   .00 999 1018.9   2.7   2.3 999.0 99.0
1999 05 09 11 268  3.3  3.5   .00   .00   .00 999 1019.5   3.2   2.1 999.0 99.0
1999 05 09 12 258  2.7  3.1   .00   .00   .00 999 1020.1   3.5   2.1 999.0 99.0
1999 05 09 13 259  3.7  4.2   .00   .00   .00 999 1021.1   3.2   2.3 999.0 99.0
1999 05 09 14 253  2.7  3.1   .00   .00   .00 999 1021.3   3.1   2.3 999.0 99.0
1999 05 09 15 227  3.1  3.7   .00   .00   .00 999 1020.7   3.1   2.4 999.0 99.0
1999 05 09 16 221  3.5  3.9   .00   .00   .00 999 1020.4   3.1   2.4 999.0 99.0
1999 05 09 17 224  3.3  3.9   .00   .00   .00 999 1020.4   3.2   2.4 999.0 99.0
1999 05 09 18 211  4.1  4.8   .00   .00   .00 999 1020.5   3.3   2.4 999.0 99.0
1999 05 09 19 202  3.8  4.4   .00   .00   .00 999 1020.3   3.8   2.4 999.0 99.0
1999 05 09 20 196  3.0  3.7   .00   .00   .00 999 1020.2   3.6   2.4 999.0 99.0
1999 05 09 21 194  2.9  3.3   .00   .00   .00 999 1019.8   4.2   2.4 999.0 99.0
1999 05 09 22 207  2.3  2.5   .00   .00   .00 999 1019.7   4.4   2.4 999.0 99.0
1999 05 09 23 329   .1   .4   .00   .00   .00 999 1019.7   5.5   2.4 999.0 99.0
1999 05 10 00  92  1.3  1.4   .00   .00   .00 999 1019.0   4.8   2.4 999.0 99.0
1999 05 10 01 114  2.2  2.5   .00   .00   .00 999 1018.9   4.3   2.4 999.0 99.0
1999 05 10 02 103  2.0  2.3   .00   .00   .00 999 1019.5   3.4   2.3 999.0 99.0
1999 05 10 03  76  2.0  2.5   .00   .00   .00 999 1020.3   3.3   2.3 999.0 99.0
1999 05 10 04  70  2.2  2.5   .00   .00   .00 999 1020.2   3.4   2.4 999.0 99.0
1999 05 10 05  60  6.3  8.0   .00   .00   .00 999 1021.3   4.2   2.4 999.0 99.0
1999 05 10 06  68  8.2  9.5   .45  3.03  2.86 999 1021.9   4.0   2.4 999.0 99.0
1999 05 10 07  55  7.2  8.9   .62  3.70  3.27 999 1022.7   3.6   2.4 999.0 99.0
1999 05 10 08  56  6.7  8.0   .99  4.00  3.74 999 1022.9   3.5   2.4 999.0 99.0
1999 05 10 09  64  6.7  7.8  1.12  4.55  3.99 999 1023.4   3.2   2.4 999.0 99.0
1999 05 10 10  55  9.7 11.8  1.10  4.76  3.87 999 1023.1   3.5   2.4 999.0 99.0
1999 05 10 11  56 11.2 13.5  1.17  4.76  3.89 999 1023.4   3.5   2.4 999.0 99.0
1999 05 10 12  57 12.5 14.8  1.47  4.76  4.12 999 1023.0   3.2   2.4 999.0 99.0
1999 05 10 13  60 12.2 14.9  1.61  5.26  4.36 999 1023.5   3.2   2.4 999.0 99.0
1999 05 10 14  67 12.7 15.4  1.82  5.26  4.47 999 1022.7   3.1   2.4 999.0 99.0
1999 05 10 15  62 12.4 15.0  1.76  5.56  4.61 999 1022.8   3.1   2.4 999.0 99.0
1999 05 10 16  63 11.3 13.8  1.83  5.88  4.55 999 1023.5   2.8   2.4 999.0 99.0
1999 05 10 17  57 12.6 15.2  1.95  5.88  4.82 999 1023.5   2.8   2.4 999.0 99.0
1999 05 10 18  54 12.5 15.8  2.00  5.88  4.80 999 1023.6   2.8   2.4 999.0 99.0
1999 05 10 19  52 12.7 15.0  2.21  5.88  4.94 999 1023.5   2.8   2.4 999.0 99.0
1999 05 10 20  57 13.3 16.3  2.13  6.67  4.85 999 1022.2   2.8   2.4 999.0 99.0
1999 05 10 21  73 13.5 16.1  2.36  6.67  5.14 999 1020.4   3.2   2.4 999.0 99.0
1999 05 10 22  54 12.3 14.8  2.30  6.67  4.99 999 1021.1   3.2   2.4 999.0 99.0
1999 05 10 23  55 13.6 17.0  2.19  6.67  4.97 999 1021.2   3.2   2.4 999.0 99.0
1999 05 11 00  64 13.0 15.7  2.53  6.67  5.24 999 1020.7   3.5   2.4 999.0 99.0
1999 05 11 01  67 12.2 14.9  2.22  6.25  4.99 999 1021.3   3.6   2.4 999.0 99.0
