YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 04 25 00  40   .9  2.4   .31  7.69  5.70 999 1011.3   1.0   5.3 999.0 99.0
96 04 25 01 332  2.5  2.9   .53  4.55  3.85 999 1011.0    .0    .7 999.0 99.0
96 04 25 02 360  1.5  1.8   .47  3.85  3.83 999 1011.1    .0    .7 999.0 99.0
96 04 25 03  63   .9  1.2   .47  4.35  3.74 999 1010.5    .0    .7 999.0 99.0
96 04 25 04  71  2.4  2.7   .40  4.17  3.62 999 1009.3   -.2    .6 999.0 99.0
96 04 25 05 144  5.2  6.1   .33  4.00  3.58 999 1008.8    .0    .6 999.0 99.0
96 04 25 06 121  5.5  6.4   .25  3.70  3.49 999 1008.2    .0    .7 999.0 99.0
96 04 25 07 126  6.9  8.1   .30  2.56  2.93 999 1006.8    .0    .7 999.0 99.0
96 04 25 08 101  8.0  9.3   .44  3.12  3.03 999 1004.6    .1    .7 999.0 99.0
96 04 25 09 104  9.0 10.7   .63  3.57  3.29 999 1003.4    .1    .7 999.0 99.0
96 04 25 10  96  9.4 11.1   .82  3.85  3.56 999 1001.9    .3    .7 999.0 99.0
96 04 25 11 102 10.7 13.0  1.04  4.55  3.87 999 1000.5    .5    .7 999.0 99.0
96 04 25 12  97 10.5 12.3  1.38  5.00  4.30 999  999.6    .8    .7 999.0 99.0
96 04 25 13  93 12.3 14.5  1.54  5.26  4.40 999  997.7    .9    .7 999.0 99.0
96 04 25 14  92 12.2 15.5  1.67  5.26  4.55 999  996.9    .5    .7 999.0 99.0
96 04 25 15  91 12.4 14.8  2.00  5.56  4.86 999  995.3    .2    .7 999.0 99.0
96 04 25 16  83 13.4 16.4  2.13  6.25  5.02 999  993.2    .3    .7 999.0 99.0
96 04 25 17  81 14.0 17.8  2.36  5.88  5.02 999  991.5    .2    .7 999.0 99.0
96 04 25 18  74 14.7 18.0  2.47  6.67  5.22 999  989.1    .4    .7 999.0 99.0
96 04 25 19  81 14.3 17.4  2.88  6.67  5.48 999  988.1    .6    .7 999.0 99.0
96 04 25 20  77 14.5 17.6  2.92  6.67  5.58 999  986.4    .4    .7 999.0 99.0
96 04 25 21  79 14.5 17.7  3.01  6.67  5.63 999  985.2    .4    .7 999.0 99.0
96 04 25 22  78 13.5 17.7  3.30  7.14  5.92 999  985.5    .2    .7 999.0 99.0
96 04 25 23  75 12.6 15.6  2.88  6.67  5.74 999  986.1    .1    .7 999.0 99.0
96 04 26 00  61 12.9 16.8  2.66  6.67  5.56 999  986.1    .1    .7 999.0 99.0
96 04 26 01  63 12.0 15.9  2.71  7.14  5.63 999  986.8    .1    .7 999.0 99.0
96 04 26 02  50 11.1 13.6  2.32  6.67  5.30 999  987.6    .0    .7 999.0 99.0
96 04 26 03  47 12.4 15.5  2.19  6.67  5.19 999  987.7   -.2    .7 999.0 99.0
96 04 26 04  41 12.1 14.6  2.22  6.25  5.24 999  988.1   -.9    .7 999.0 99.0
96 04 26 05  36 12.2 14.6  2.59  6.67  5.48 999  989.2  -1.1    .7 999.0 99.0
96 04 26 06  28 12.9 15.5  2.62  5.88  5.45 999  989.7  -1.6    .7 999.0 99.0
96 04 26 07  20 13.0 15.8  2.54  7.14  5.56 999  990.6  -2.1    .7 999.0 99.0
96 04 26 08   6 14.3 17.7  3.29  6.67  5.85 999  991.8  -2.9    .7 999.0 99.0
96 04 26 09   7 14.8 18.5  3.37  7.69  6.07 999  993.2  -3.8    .7 999.0 99.0
96 04 26 10   8 14.5 17.2  3.61  8.33  6.25 999  994.4  -4.4    .7 999.0 99.0
96 04 26 11  14 14.2 17.6  3.04  8.33  5.84 999  996.2  -4.9    .7 999.0 99.0
96 04 26 12   4 14.2 17.3  3.57  8.33  6.24 999  997.7  -5.3    .7 999.0 99.0
96 04 26 13 359 15.0 17.7  3.19  7.69  6.01 999  998.7  -5.8    .7 999.0 99.0
96 04 26 14 358 13.8 16.4  3.18  7.69  6.00 999 1000.2  -5.7    .7 999.0 99.0
96 04 26 15 352 13.6 15.7  2.69  7.69  5.74 999 1000.8  -5.8    .7 999.0 99.0
96 04 26 16 357 13.3 15.3  2.69  7.14  5.72 999 1001.4  -6.0    .7 999.0 99.0
96 04 26 17 350 11.9 13.8  2.42  6.67  5.52 999 1002.3  -5.3    .7 999.0 99.0
96 04 26 18 329 11.2 13.6  2.24  6.67  5.32 999 1002.8  -4.7    .7 999.0 99.0
96 04 26 19 320 10.5 12.3  2.00  6.25  5.10 999 1003.6  -4.4    .7 999.0 99.0
96 04 26 20 312 10.8 13.1  1.92  6.25  4.95 999 1004.4  -3.9    .7 999.0 99.0
96 04 26 21 320 10.3 12.2  1.57  5.88  4.69 999 1004.8  -3.2    .7 999.0 99.0
96 04 26 22 305  9.4 11.2  1.66  5.88  4.74 999 1005.5  -2.7    .7 999.0 99.0
96 04 26 23 302  8.9 10.6  1.54  5.56  4.67 999 1006.2  -1.9    .7 999.0 99.0
96 04 27 00 301  9.3 10.9  1.52  5.56  4.56 999 1006.6  -1.3    .7 999.0 99.0
96 04 27 01 305  9.4 11.6  1.52  5.26  4.60 999 1007.0   -.8    .7 999.0 99.0
96 04 27 02 308  8.5  9.8  1.43  5.56  4.67 999 1007.8   -.2    .7 999.0 99.0
96 04 27 03 309  7.8  9.4  1.43  6.25  4.69 999 1008.3    .1    .7 999.0 99.0
96 04 27 04 279  7.7  9.2  1.36  5.88  4.52 999 1008.5   -.1    .7 999.0 99.0
96 04 27 05 272  7.6  9.0  1.20  5.88  4.34 999 1008.3    .0    .7 999.0 99.0
96 04 27 06 292  7.1  8.2  1.05  5.56  4.30 999 1008.4    .2    .7 999.0 99.0
96 04 27 07 294  6.3  7.4  1.01  5.26  4.25 999 1008.4    .2    .7 999.0 99.0
96 04 27 08 302  6.3  7.5   .92  4.76  4.17 999 1008.4    .2    .7 999.0 99.0
96 04 27 09 314  6.4  7.3   .82  4.76  3.91 999 1008.5    .2    .7 999.0 99.0
96 04 27 10 328  5.7  6.5   .87  4.76  4.06 999 1009.1    .1    .6 999.0 99.0
96 04 27 11 334  5.3  6.4   .80  4.55  3.95 999 1009.6    .0    .6 999.0 99.0
96 04 27 12 321  5.0  5.9   .71  4.00  3.78 999 1010.1    .1    .6 999.0 99.0
96 04 27 13 333  5.9  6.9   .72  4.55  3.89 999 1010.7    .0    .7 999.0 99.0
96 04 27 14 327  6.0  7.0   .69  4.76  3.91 999 1011.3   -.2    .7 999.0 99.0
96 04 27 15 325  6.3  7.3   .72  5.00  3.91 999 1011.8   -.4    .7 999.0 99.0
96 04 27 16 303  5.3  6.5   .73  4.00  3.91 999 1012.5   -.5    .7 999.0 99.0
96 04 27 17 281  4.9  5.6   .79  3.85  3.98 999 1013.0   -.6    .7 999.0 99.0
