YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 04 05 05  93  1.6  1.8   .62  4.55  3.87 999 1024.0   1.2   2.1 999.0 99.0
1999 04 05 06  92  2.1  2.3   .54  4.17  3.69 999 1025.1   1.2   2.1 999.0 99.0
1999 04 05 07  99  5.8  6.6   .54  4.17  3.62 999 1025.1   1.3   2.1 999.0 99.0
1999 04 05 08 101  5.0  6.0   .57  3.85  3.60 999 1025.5   1.3   2.1 999.0 99.0
1999 04 05 09  98  5.4  7.0   .51  3.85  3.53 999 1025.9   1.4   2.1 999.0 99.0
1999 04 05 10 113  5.1  6.0   .49  3.85  3.44 999 1027.0   1.5   2.1 999.0 99.0
1999 04 05 11 112  4.5  5.6   .42  3.45  3.37 999 1027.3   1.5   2.1 999.0 99.0
1999 04 05 12 100  4.9  5.8   .36  3.57  3.32 999 1027.4   1.6   2.0 999.0 99.0
1999 04 05 13 114  6.3  7.3   .42  3.45  3.22 999 1027.3   2.0   2.0 999.0 99.0
1999 04 05 14 131  7.6  8.9   .55  3.57  3.25 999 1027.6   2.5   2.1 999.0 99.0
1999 04 05 15 125  7.5  8.7   .62  3.57  3.40 999 1027.4   2.1   2.1 999.0 99.0
1999 04 05 16 116  8.7  9.9   .76  3.85  3.62 999 1026.8   1.8   2.1 999.0 99.0
1999 04 05 17 113  8.8 10.6   .90  4.35  3.81 999 1026.4   1.9   2.1 999.0 99.0
1999 04 05 18 116  8.4  9.7   .95  4.35  3.85 999 1026.1   1.9   2.1 999.0 99.0
1999 04 05 19 105  8.2  9.4   .88  4.55  3.95 999 1025.3   1.9   2.1 999.0 99.0
1999 04 05 20 117  6.9  7.9   .78  4.17  3.72 999 1025.7   2.0   2.1 999.0 99.0
1999 04 05 21 118  5.5  6.4   .73  4.55  3.83 999 1025.4   2.2   2.1 999.0 99.0
1999 04 05 22  85  4.3  5.1   .64  4.76  3.75 999 1024.6   2.3   2.1 999.0 99.0
1999 04 05 23  76  6.1  6.9   .52  4.55  3.76 999 1023.1   2.4   2.1 999.0 99.0
1999 04 06 00  82  6.4  7.6   .53  4.55  3.60 999 1021.9   2.6   2.1 999.0 99.0
1999 04 06 01  75  7.2  8.2   .52  3.70  3.32 999 1020.4   3.1   2.1 999.0 99.0
1999 04 06 02  90  9.2 10.9   .61  3.03  3.27 999 1018.1   3.3   2.1 999.0 99.0
1999 04 06 03 113  4.8  5.6   .67  3.85  3.52 999 1019.7   3.4   2.1 999.0 99.0
1999 04 06 04  74  6.4  7.6   .63  4.00  3.54 999 1017.1   3.2   2.1 999.0 99.0
1999 04 06 05  74  8.4  9.9   .68  3.85  3.58 999 1015.1   3.1   2.1 999.0 99.0
1999 04 06 06  76  6.5  7.6   .69  4.35  3.63 999 1014.8   3.3   2.1 999.0 99.0
1999 04 06 07  78  8.3  9.9   .71  4.00  3.67 999 1012.6   2.7   2.1 999.0 99.0
1999 04 06 08  70 10.9 13.4   .81  4.00  3.68 999 1009.1   3.0   2.1 999.0 99.0
