YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 04 15 12  55  1.8  2.0  0.32  5.88  4.03 999 1004.6   2.8   1.7 999.0 99.0 99.00
2002 04 15 13  97  2.6  2.9  0.30  5.56  4.06 999 1004.6   2.7   1.7 999.0 99.0 99.00
2002 04 15 14  99  4.2  5.0  0.25  5.26  4.02 999 1005.1   2.6   1.7 999.0 99.0 99.00
2002 04 15 15  81  2.9  3.2  0.24  5.00  4.18 999 1005.1   2.6   1.7 999.0 99.0 99.00
2002 04 15 16  68  5.6  6.5  0.23  5.26  4.23 999 1003.9   3.3   1.8 999.0 99.0 99.00
2002 04 15 17  63  6.4  7.3  0.23  5.56  3.76 999 1003.2   3.6   1.8 999.0 99.0 99.00
2002 04 15 18  58  7.8  8.9  0.38  2.70  3.00 999 1002.1   4.0   1.8 999.0 99.0 99.00
2002 04 15 19  46  8.1  9.1  0.58  3.23  3.21 999 1001.1   3.9   1.8 999.0 99.0 99.00
2002 04 15 20  45  9.1 10.5  0.77  3.45  3.42 999 1001.0   3.5   1.8 999.0 99.0 99.00
2002 04 15 21  53  8.6 10.0  1.00  4.17  3.70 999 1000.2   3.9   1.8 999.0 99.0 99.00
2002 04 15 22  29 10.8 12.0  0.99  4.35  3.81 999 1001.2   3.4   1.8 999.0 99.0 99.00
2002 04 15 23  35  9.5 10.9  1.12  4.35  3.96 999 1001.2   3.8   1.9 999.0 99.0 99.00
2002 04 16 00  30  9.8 12.8  1.05  4.35  3.98 999 1001.8   3.1   1.8 999.0 99.0 99.00
2002 04 16 01  39  7.9  9.1  1.08  4.17  3.93 999 1002.4   2.8   1.8 999.0 99.0 99.00
2002 04 16 02  34  7.3  8.6  1.13  4.76  4.13 999 1003.2   2.6   1.8 999.0 99.0 99.00
2002 04 16 03  44  6.2  7.5  1.20  5.26  4.33 999 1004.0   2.6   1.8 999.0 99.0 99.00
2002 04 16 04  47  5.9  7.0  1.09  5.26  4.27 999 1004.0   2.6   1.8 999.0 99.0 99.00
2002 04 16 05  50  3.9  4.6  1.00  5.26  4.36 999 1004.5   2.7   1.8 999.0 99.0 99.00
2002 04 16 06  46  4.6  5.3  0.84  5.00  4.12 999 1004.2   3.0   1.8 999.0 99.0 99.00
2002 04 16 07  38  2.5  3.4  0.74  4.76  3.99 999 1003.8   2.8   1.8 999.0 99.0 99.00
2002 04 16 08  74  2.6  3.1  0.62  4.76  3.91 999 1002.9   2.8   1.8 999.0 99.0 99.00
2002 04 16 09  86  2.2  2.7  0.50  4.76  3.91 999 1002.4   2.7   1.8 999.0 99.0 99.00
