YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
93 04 14 04 336 01.8 03.0 00.00 00.00 00.00 999 1020.8  01.3  00.8 999.0 99.0
93 04 14 05 035 01.5 01.8 00.00 00.00 00.00 999 1020.6  00.9  00.6 999.0 99.0
93 04 14 06 129 00.1 00.8 00.00 00.00 00.00 999 1020.2  00.8  00.3 999.0 99.0
93 04 14 07 132 00.5 01.6 00.00 00.00 00.00 999 1020.7  00.9  00.5 999.0 99.0
93 04 14 08 113 01.0 02.2 00.00 00.00 00.00 999 1020.5  01.0  00.6 999.0 99.0
93 04 14 09 061 01.1 02.1 00.00 00.00 00.00 999 1020.0  01.0  00.7 999.0 99.0
93 04 14 10 071 01.7 02.7 00.00 00.00 00.00 999 1019.6  01.2  00.8 999.0 99.0
93 04 14 11 110 01.7 03.5 99.00 99.00 99.00 999 1019.6  01.2  00.9 999.0 99.0
93 04 14 12 080 01.0 02.7 00.20 08.30 06.80 999 1019.7  01.3  01.3 999.0 99.0
93 04 14 13 123 01.5 02.9 00.20 08.30 07.40 999 1020.0  01.5  02.0 999.0 99.0
93 04 14 15 075 05.7 06.8 00.30 03.00 03.00 999 1019.8  01.6  01.3 999.0 99.0
93 04 14 16 072 03.9 04.5 00.40 03.20 03.10 999 1020.1  01.6  01.3 999.0 99.0
93 04 14 17 089 03.2 03.8 00.30 03.10 03.10 999 1020.9  01.6  01.3 999.0 99.0
93 04 14 18 070 03.2 03.7 00.30 03.20 03.10 999 1019.8  01.7  01.3 999.0 99.0
93 04 14 19 066 02.0 02.4 00.30 03.20 03.00 999 1019.6  02.2  01.3 999.0 99.0
93 04 14 20 134 00.7 00.9 00.20 03.40 03.10 999 1019.4  02.4  01.3 999.0 99.0
93 04 14 21 357 02.2 02.6 00.20 03.20 03.10 999 1018.9  01.6  01.3 999.0 99.0
93 04 14 22 354 03.3 03.6 00.20 03.30 03.00 999 1018.6  01.8  01.3 999.0 99.0
93 04 14 23 353 04.7 05.2 00.00 00.00 00.00 999 1018.5  01.9  01.3 999.0 99.0
93 04 15 00 352 05.3 05.9 00.00 00.00 00.00 999 1018.6  01.8  01.3 999.0 99.0
93 04 15 01 358 04.5 05.1 00.00 00.00 00.00 999 1018.6  02.0  01.3 999.0 99.0
93 04 15 02 001 04.8 05.5 00.00 00.00 00.00 999 1018.4  02.1  01.3 999.0 99.0
93 04 15 03 004 04.6 05.4 00.00 00.00 00.00 999 1018.2  02.2  01.3 999.0 99.0
93 04 15 04 010 04.9 05.6 00.00 00.00 00.00 999 1017.9  01.8  01.3 999.0 99.0
93 04 15 05 025 04.8 05.6 00.00 00.00 00.00 999 1018.0  01.9  01.3 999.0 99.0
93 04 15 06 037 05.3 06.2 00.20 02.50 02.70 999 1017.8  02.3  01.3 999.0 99.0
93 04 15 07 043 05.8 06.5 00.20 02.60 02.60 999 1017.4  02.5  01.3 999.0 99.0
93 04 15 08 040 06.1 06.9 00.30 02.60 02.70 999 1016.5  02.3  01.3 999.0 99.0
93 04 15 09 038 06.4 07.3 00.50 02.90 03.00 999 1016.2  02.1  01.3 999.0 99.0
93 04 15 10 047 06.4 07.5 00.60 03.80 03.50 999 1015.9  02.5  01.3 999.0 99.0
93 04 15 11 048 07.2 08.5 00.60 04.30 03.60 999 1015.5  02.4  01.3 999.0 99.0
93 04 15 12 043 05.9 06.8 00.80 04.30 03.70 999 1015.6  01.9  01.3 999.0 99.0
93 04 15 13 035 07.5 08.6 00.80 04.50 03.80 999 1015.7  02.0  01.3 999.0 99.0
93 04 15 14 035 08.7 10.7 00.90 04.30 03.90 999 1015.5  02.2  01.3 999.0 99.0
93 04 15 15 031 07.6 08.9 01.00 04.80 04.00 999 1015.5  01.8  01.3 999.0 99.0
93 04 15 16 046 08.9 11.6 01.00 04.50 04.00 999 1014.9  02.3  01.3 999.0 99.0
93 04 15 17 053 10.2 12.6 01.30 05.30 04.30 999 1013.7  02.2  01.3 999.0 99.0
93 04 15 18 057 09.6 11.8 01.30 05.30 04.40 999 1012.9  02.1  01.3 999.0 99.0
93 04 15 19 056 12.2 15.8 01.40 05.60 04.30 999 1012.0  02.6  01.3 999.0 99.0
93 04 15 20 044 10.2 13.4 01.50 05.60 04.50 999 1012.0  02.3  01.3 999.0 99.0
93 04 15 21 048 12.2 14.7 01.70 05.90 04.60 999 1011.6  00.6  01.3 999.0 99.0
93 04 15 22 039 10.3 12.6 01.70 05.60 04.70 999 1011.7  00.2  01.3 999.0 99.0
93 04 15 23 034 11.4 14.1 01.70 05.90 04.60 999 1011.2  00.1  01.3 999.0 99.0
93 04 16 00 035 11.2 13.4 01.70 05.60 04.70 999 1010.6  00.0  01.3 999.0 99.0
93 04 16 01 030 13.0 15.3 01.90 06.20 04.80 999 1009.7 -00.2  01.3 999.0 99.0
93 04 16 02 027 12.6 15.3 01.90 05.60 04.70 999 1009.0 -00.1  01.3 999.0 99.0
93 04 16 03 029 14.3 17.3 02.20 05.90 04.90 999 1007.6 -00.2  01.3 999.0 99.0
93 04 16 04 027 13.1 15.8 02.20 05.90 05.00 999 1007.0 -00.2  01.3 999.0 99.0
93 04 16 05 022 13.1 16.0 02.40 05.90 05.20 999 1006.0 -00.5  01.3 999.0 99.0
93 04 16 06 022 13.0 16.5 02.40 06.20 05.30 999 1005.9 -00.5  01.3 999.0 99.0
93 04 16 07 020 13.7 16.9 02.60 05.90 05.30 999 1004.7 -00.5  01.3 999.0 99.0
93 04 16 08 017 14.6 18.3 02.50 06.20 05.30 999 1003.6 -00.5  01.3 999.0 99.0
93 04 16 09 020 12.8 15.4 02.40 06.70 05.30 999 1004.2 -00.5  01.3 999.0 99.0
93 04 16 10 021 13.7 16.8 02.70 06.70 05.40 999 1002.9 -00.7  01.3 999.0 99.0
93 04 16 11 022 13.6 17.2 02.70 07.10 05.50 999 1003.0 -00.7  01.3 999.0 99.0
93 04 16 12 021 12.6 15.6 02.70 07.10 05.50 999 1003.9 -01.0  01.3 999.0 99.0
93 04 16 13 016 12.2 14.8 02.70 06.70 05.50 999 1003.8 -01.0  01.3 999.0 99.0
93 04 16 14 014 13.2 15.5 02.80 07.10 05.60 999 1003.9 -01.3  01.3 999.0 99.0
93 04 16 15 015 13.6 16.5 03.00 07.10 05.80 999 1003.8 -01.5  01.3 999.0 99.0
93 04 16 16 016 13.1 16.8 03.00 07.10 05.80 999 1004.0 -01.6  01.3 999.0 99.0
93 04 16 17 016 12.9 16.3 02.50 07.10 05.50 999 1003.8 -01.6  01.3 999.0 99.0
93 04 16 18 017 11.7 14.8 02.50 07.70 05.50 999 1004.9 -01.5  01.3 999.0 99.0
93 04 16 19 016 12.1 14.6 02.60 06.70 05.50 999 1005.0 -01.7  01.3 999.0 99.0
93 04 16 20 008 11.5 14.4 02.40 07.10 05.50 999 1005.6 -01.4  01.3 999.0 99.0
93 04 16 21 009 11.8 13.9 02.40 07.10 05.40 999 1005.9 -01.1  01.3 999.0 99.0
93 04 16 22 007 11.5 14.6 02.30 06.70 05.30 999 1006.8 -01.0  01.3 999.0 99.0
93 04 16 23 002 12.8 15.8 02.70 07.10 05.50 999 1007.6 -01.2  01.3 999.0 99.0
93 04 17 00 012 13.0 15.7 02.50 06.70 05.50 999 1008.6 -01.7  01.3 999.0 99.0
93 04 17 01 009 12.7 15.3 02.50 07.10 05.40 999 1009.3 -02.2  01.3 999.0 99.0
93 04 17 02 011 12.2 14.0 02.20 06.70 05.20 999 1010.5 -02.3  01.3 999.0 99.0
93 04 17 03 012 10.7 13.0 02.00 06.20 05.10 999 1010.9 -01.8  01.3 999.0 99.0
93 04 17 04 008 11.0 14.2 02.00 06.20 05.10 999 1011.0 -01.7  01.3 999.0 99.0
93 04 17 05 007 11.0 12.9 01.80 05.90 04.90 999 1011.0 -01.7  01.2 999.0 99.0
93 04 17 06 005 11.1 12.9 01.80 06.20 04.90 999 1011.0 -01.5  01.2 999.0 99.0
93 04 17 07 005 10.7 12.7 01.70 05.60 04.80 999 1011.3 -01.5  01.2 999.0 99.0
93 04 17 08 005 09.9 12.5 01.60 05.90 04.70 999 1011.6 -01.3  01.2 999.0 99.0
93 04 17 09 002 09.2 11.1 01.50 05.60 04.50 999 1011.8 -01.2  01.2 999.0 99.0
93 04 17 10 005 09.2 11.2 01.40 05.30 04.40 999 1012.0 -01.4  01.2 999.0 99.0
93 04 17 11 357 08.6 09.9 01.30 05.30 04.40 999 1012.7 -01.6  01.2 999.0 99.0
93 04 17 12 359 08.4 09.9 01.20 05.30 04.30 999 1013.3 -01.6  01.2 999.0 99.0
93 04 17 13 348 08.1 10.4 01.20 05.30 04.40 999 1013.8 -01.4  01.2 999.0 99.0
93 04 17 14 347 08.5 09.7 01.20 05.30 04.30 999 1013.8 -01.7  01.2 999.0 99.0
93 04 17 15 341 07.5 08.9 01.00 05.00 04.00 999 1014.0 -01.8  01.2 999.0 99.0
93 04 17 16 330 07.0 08.1 01.00 05.00 04.20 999 1014.0 -01.3  01.3 999.0 99.0
93 04 17 17 321 06.8 08.0 00.80 04.80 03.90 999 1014.1 -01.2  01.3 999.0 99.0
93 04 17 18 317 07.0 07.9 00.80 04.30 03.90 999 1014.2 -00.8  01.3 999.0 99.0
93 04 17 19 311 07.7 09.0 00.80 04.50 03.70 999 1014.0 -00.6  01.3 999.0 99.0
93 04 17 20 304 06.8 08.3 00.80 04.20 03.70 999 1014.2 -00.4  01.3 999.0 99.0
93 04 17 21 288 06.7 07.8 00.70 04.30 03.70 999 1014.3  00.0  01.3 999.0 99.0
93 04 17 22 282 06.4 07.4 00.70 04.00 03.60 999 1014.4  00.2  01.3 999.0 99.0
93 04 17 23 268 06.0 06.9 00.70 04.00 03.50 999 1014.2  00.3  01.3 999.0 99.0
93 04 18 00 268 06.3 07.1 00.60 03.80 03.60 999 1014.1  00.5  01.3 999.0 99.0
93 04 18 01 270 04.7 05.3 00.60 04.00 03.50 999 1014.1  00.5  01.3 999.0 99.0
93 04 18 02 262 04.4 05.2 00.50 04.00 03.50 999 1014.2  00.7  01.3 999.0 99.0
93 04 18 03 245 03.9 04.8 00.50 04.00 03.60 999 1014.0  00.9  01.3 999.0 99.0
93 04 18 04 249 02.8 03.5 00.50 03.80 03.50 999 1013.9  01.0  01.3 999.0 99.0
93 04 18 05 233 02.2 02.7 00.40 04.00 03.50 999 1013.6  01.0  01.3 999.0 99.0
93 04 18 06 201 02.0 02.6 00.40 03.70 03.60 999 1013.1  00.8  01.3 999.0 99.0
93 04 18 07 179 04.7 05.7 00.30 04.00 03.60 999 1012.1  00.5  01.2 999.0 99.0
93 04 18 08 176 03.4 04.1 00.30 04.20 03.60 999 1011.8  01.2  01.3 999.0 99.0
93 04 18 09 164 03.0 03.8 00.30 02.60 03.40 999 1011.4  01.3  01.3 999.0 99.0
93 04 18 10 104 04.0 05.1 00.30 03.70 03.30 999 1010.3  01.4  01.3 999.0 99.0
93 04 18 11 119 05.9 07.2 00.30 03.00 03.30 999 1009.7  01.4  01.3 999.0 99.0
93 04 18 12 127 07.6 09.0 00.40 02.60 02.90 999 1009.1  01.1  01.3 999.0 99.0
