#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 04 30 23 50  41  1.5  2.4  0.00 99.00  4.36 999  999.8   7.7   7.4 999.0 99.0 99.00
2011 05 01 00 50  44  1.6  3.1  0.00 99.00  4.51 999  999.6   5.5   7.1 999.0 99.0 99.00
2011 05 01 01 50  43  1.4  2.8  0.01 99.00  4.78 999  999.8   6.2   6.8 999.0 99.0 99.00
2011 05 01 02 50  59  1.0  1.5  0.00 99.00  4.79 999 1000.2   5.7   6.6 999.0 99.0 99.00
2011 05 01 03 50 119  1.3  8.1  0.00 99.00  4.62 999  999.8   6.3   6.2 999.0 99.0 99.00
2011 05 01 04 50 213  5.2 11.1  0.00 99.00  4.22 999  999.1   9.3   7.7 999.0 99.0 99.00
2011 05 01 05 50 207  4.9 12.1  0.00 99.00  4.57 999  999.2   8.3   7.6 999.0 99.0 99.00
2011 05 01 06 50 224  9.4 12.5  0.01 99.00  4.86 999  999.3   7.0   7.1 999.0 99.0 99.00
2011 05 01 07 50 220  8.2 13.4  0.00 99.00  4.30 999  999.1   6.5   6.8 999.0 99.0 99.00
2011 05 01 08 50 225 10.3 13.6  0.00 99.00  4.11 999  999.5   5.6   6.3 999.0 99.0 99.00
2011 05 01 09 50 226 11.3 16.0  0.00 99.00  4.44 999  999.7   4.9   5.8 999.0 99.0 99.00
2011 05 01 10 50 228 10.6 13.0  0.00 99.00  4.49 999 1000.1   3.8   5.3 999.0 99.0 99.00
2011 05 01 11 50 242  9.0 13.6  0.00 99.00  4.51 999 1001.0   3.0   4.6 999.0 99.0 99.00
2011 05 01 12 50 245  7.2 12.2  0.01 99.00  5.07 999 1002.1   2.4   3.8 999.0 99.0 99.00
2011 05 01 13 50 245  7.5  9.9  0.00 99.00  4.85 999 1003.1   1.8   3.4 999.0 99.0 99.00
2011 05 01 14 50 243  9.8 13.3  0.00 99.00  4.59 999 1004.2   1.8   3.2 999.0 99.0 99.00
2011 05 01 15 50 232  9.7 13.1  0.00 99.00  4.40 999 1005.6   1.6   3.2 999.0 99.0 99.00
2011 05 01 16 50 233 10.3 13.6  0.00 99.00  4.31 999 1006.7   1.8   3.3 999.0 99.0 99.00
