YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 06 06 19 00 261  7.5  8.9  1.07  4.76  3.96 999 1006.0   7.3   3.4 999.0 99.0 99.00
2005 06 06 20 00 261  7.5  8.2  0.99  4.76  3.99 999 1006.0   7.5   3.5 999.0 99.0 99.00
2005 06 06 21 00 266  5.7  6.4  0.83  4.76  3.92 999 1006.5   6.9   3.3 999.0 99.0 99.00
2005 06 06 22 00 272  5.5  6.1  0.80  4.55  3.88 999 1006.9   7.1   3.3 999.0 99.0 99.00
2005 06 06 23 00 267  4.8  5.2  0.61  4.55  3.73 999 1006.8   7.9   3.3 999.0 99.0 99.00
2005 06 07 00 00 282  5.2  5.6  0.52  4.35  3.61 999 1007.0   8.0   3.3 999.0 99.0 99.00
2005 06 07 01 00 299  2.6  2.9  0.50  3.85  3.61 999 1007.5   7.6   3.3 999.0 99.0 99.00
2005 06 07 02 00 323  3.9  4.2  0.41  4.00  3.52 999 1007.7   8.0   3.3 999.0 99.0 99.00
2005 06 07 03 00 310  1.2  1.4  0.37  3.85  3.43 999 1008.6   7.8   3.2 999.0 99.0 99.00
2005 06 07 04 00 319  1.2  1.9  0.30  3.57  3.33 999 1009.0   9.0   3.2 999.0 99.0 99.00
2005 06 07 05 00 350  1.4  2.3  0.26  3.70  3.28 999 1008.8   9.5   3.2 999.0 99.0 99.00
2005 06 07 06 00 179  3.9  4.6  0.24  3.57  3.23 999 1009.3   5.1   3.2 999.0 99.0 99.00
2005 06 07 07 00 183  2.1  3.0  0.20  3.45  3.16 999 1010.1   5.4   3.2 999.0 99.0 99.00
2005 06 07 08 00 194  1.9  2.1  0.18  3.45  3.19 999 1010.3   6.3   3.2 999.0 99.0 99.00
2005 06 07 09 00 171  1.6  1.9  0.16  3.33  3.22 999 1010.3   6.9   3.2 999.0 99.0 99.00
2005 06 07 10 00 178  1.1  1.5  0.18  3.23  3.20 999 1010.7   7.0   3.2 999.0 99.0 99.00
2005 06 07 11 00 304  1.0  1.3  0.00  0.00  0.00 999 1011.8   6.4   3.1 999.0 99.0 99.00
2005 06 07 12 00  48  0.9  1.3  0.00  0.00  0.00 999 1011.4   7.9   3.1 999.0 99.0 99.00
2005 06 07 13 00  47  3.0  3.2  0.00  0.00  0.00 999 1011.6   6.8   3.3 999.0 99.0 99.00
2005 06 07 14 00  11  2.8  3.2  0.00  0.00  0.00 999 1012.7   5.3   3.3 999.0 99.0 99.00
2005 06 07 15 00  69  3.7  4.0  0.00  0.00  0.00 999 1011.6   5.4   3.3 999.0 99.0 99.00
2005 06 07 16 00  76  2.7  3.1  0.00  0.00  0.00 999 1011.7   4.9   3.4 999.0 99.0 99.00
2005 06 07 17 00  67  3.5  3.7  0.00  0.00  0.00 999 1011.3   5.4   3.7 999.0 99.0 99.00
2005 06 07 18 00  74  7.7  8.6  0.00  0.00  0.00 999 1008.7   6.3   3.5 999.0 99.0 99.00
2005 06 07 19 00  66  8.7 10.0  0.26  2.50  2.84 999 1009.4   6.9   3.4 999.0 99.0 99.00
2005 06 07 20 00  56  9.3 10.8  0.65  3.33  3.18 999 1009.8   6.9   3.3 999.0 99.0 99.00
2005 06 07 21 00  54  9.4 10.9  0.86  3.57  3.49 999 1009.8   6.4   3.3 999.0 99.0 99.00
2005 06 07 22 00  54  8.8  9.8  1.01  4.00  3.71 999 1009.8   6.3   3.3 999.0 99.0 99.00
2005 06 07 23 00  64  8.9 10.9  1.06  4.35  3.84 999 1009.8   5.8   3.3 999.0 99.0 99.00
2005 06 08 00 00  52  8.4  9.9  1.13  4.35  3.94 999 1010.5   5.4   3.3 999.0 99.0 99.00
2005 06 08 01 00  58  9.2 10.6  1.10  4.55  4.05 999 1010.5   5.5   3.3 999.0 99.0 99.00
2005 06 08 02 00  50  8.8 10.0  1.18  5.00  4.20 999 1011.2   5.3   3.2 999.0 99.0 99.00
2005 06 08 03 00  53 10.3 12.4  1.34  5.26  4.18 999 1011.4   5.5   3.2 999.0 99.0 99.00
2005 06 08 04 00  48 10.7 12.6  1.32  5.00  4.22 999 1010.9   5.5   3.2 999.0 99.0 99.00
2005 06 08 05 00  51  9.8 11.4  1.28  5.00  4.27 999 1011.2   5.1   3.2 999.0 99.0 99.00
2005 06 08 06 00  54  8.9 10.8  1.40  5.26  4.36 999 1012.8   4.7   3.3 999.0 99.0 99.00
2005 06 08 07 00  56  9.1 10.9  1.40  5.00  4.26 999 1012.0   4.7   3.3 999.0 99.0 99.00
2005 06 08 08 00  61  8.2  9.4  1.31  5.26  4.32 999 1011.2   4.5   3.3 999.0 99.0 99.00
2005 06 08 09 00  54  8.4  9.6  1.17  5.26  4.12 999 1011.1   4.5   3.2 999.0 99.0 99.00
2005 06 08 10 00  54  9.6 11.6  1.34  5.26  4.27 999 1010.5   4.5   3.2 999.0 99.0 99.00
2005 06 08 11 00  56 10.2 12.1  1.35  5.00  4.25 999 1009.7   4.3   3.2 999.0 99.0 99.00
2005 06 08 12 00  68  9.0 10.6  1.29  5.00  4.23 999 1010.9   4.4   3.2 999.0 99.0 99.00
2005 06 08 13 00  60  9.7 10.9  1.26  5.26  4.32 999 1011.0   4.2   3.2 999.0 99.0 99.00
2005 06 08 14 00  59  5.2  6.3  1.29  5.26  4.38 999 1013.0   4.2   3.2 999.0 99.0 99.00
2005 06 08 15 00  75  8.6 10.1  1.12  5.26  4.22 999 1010.9   4.0   3.2 999.0 99.0 99.00
2005 06 08 16 00  70 10.0 11.3  1.20  5.00  4.16 999 1009.1   4.3   3.2 999.0 99.0 99.00
2005 06 08 17 00  55 10.0 11.5  1.16  5.26  4.07 999 1008.9   4.4   3.3 999.0 99.0 99.00
2005 06 08 18 00  53 12.3 15.2  1.33  5.26  4.15 999 1007.1   4.3   3.3 999.0 99.0 99.00
2005 06 08 19 00  46 10.9 12.8  1.40  5.00  4.18 999 1008.6   4.5   3.3 999.0 99.0 99.00
2005 06 08 20 00  44 10.0 12.2  1.54  5.26  4.43 999 1008.9   4.4   3.3 999.0 99.0 99.00
2005 06 08 21 00  46  9.3 10.7  1.44  5.26  4.32 999 1009.0   4.4   3.3 999.0 99.0 99.00
2005 06 08 22 00  46  8.6  9.9  1.52  5.56  4.48 999 1009.2   4.4   3.3 999.0 99.0 99.00
2005 06 08 23 00  48  8.2  9.5  1.44  5.56  4.52 999 1009.4   4.3   3.3 999.0 99.0 99.00
2005 06 09 00 00  41  7.2  8.1  1.25  5.56  4.44 999 1009.6   4.3   3.3 999.0 99.0 99.00
2005 06 09 01 00  48  8.5  9.6  1.30  5.88  4.45 999 1009.1   4.5   3.3 999.0 99.0 99.00
2005 06 09 02 00  44  8.1  9.3  1.29  5.56  4.47 999 1009.0   4.4   3.3 999.0 99.0 99.00
2005 06 09 03 00  49  7.1  8.3  1.11  5.56  4.35 999 1009.4   4.4   3.3 999.0 99.0 99.00
2005 06 09 04 00  44  5.9  7.5  0.95  5.26  3.98 999 1009.3   4.7   3.3 999.0 99.0 99.00
2005 06 09 05 00  39  4.7  5.6  0.90  5.26  4.15 999 1009.4   4.4   3.3 999.0 99.0 99.00
2005 06 09 06 00  47  5.4  6.1  0.89  5.00  4.27 999 1008.8   4.4   3.3 999.0 99.0 99.00
2005 06 09 07 00  51  4.6  5.1  0.84  5.00  4.11 999 1008.7   4.3   3.3 999.0 99.0 99.00
2005 06 09 08 00  43  3.1  3.9  0.75  5.26  4.11 999 1009.1   4.1   3.3 999.0 99.0 99.00
2005 06 09 09 00 335  0.9  1.3  0.68  5.26  4.28 999 1009.5   4.2   3.3 999.0 99.0 99.00
2005 06 09 10 00 278  1.1  1.5  0.60  5.00  4.10 999 1009.7   4.1   3.2 999.0 99.0 99.00
2005 06 09 11 00 238  2.6  3.0  0.56  5.00  4.24 999 1010.2   3.6   3.2 999.0 99.0 99.00
2005 06 09 12 00 245  3.3  3.8  0.48  5.56  4.29 999 1010.9   3.9   3.2 999.0 99.0 99.00
2005 06 09 13 00 255  4.3  4.9  0.41  5.56  4.31 999 1011.4   3.4   3.3 999.0 99.0 99.00
2005 06 09 14 00 257  4.4  5.0  0.41  5.88  4.31 999 1011.7   3.7   3.3 999.0 99.0 99.00
2005 06 09 15 00 233  3.0  3.7  0.36  5.56  4.03 999 1011.8   3.7   3.4 999.0 99.0 99.00
2005 06 09 16 00 221  4.8  5.5  0.36  5.56  3.75 999 1012.2   4.1   3.4 999.0 99.0 99.00
2005 06 09 17 00 212  4.8  5.5  0.32  5.26  3.62 999 1012.7   4.1   3.5 999.0 99.0 99.00
2005 06 09 18 00 217  2.7  3.1  0.31  5.26  3.80 999 1012.4   4.5   3.6 999.0 99.0 99.00
2005 06 09 19 00 211  3.6  4.1  0.31  5.56  3.70 999 1012.3   5.8   3.5 999.0 99.0 99.00
2005 06 09 20 00 239  3.7  4.2  0.29  5.56  3.68 999 1012.1   8.2   3.4 999.0 99.0 99.00
2005 06 09 21 00 289  3.9  5.3  0.28  5.56  3.61 999 1012.3   8.4   3.5 999.0 99.0 99.00
2005 06 09 22 00 245  2.7  3.2  0.28  5.26  3.52 999 1012.7   7.6   3.4 999.0 99.0 99.00
2005 06 09 23 00 329  3.0  3.5  0.24  3.23  3.42 999 1013.0   7.2   3.5 999.0 99.0 99.00
2005 06 10 00 00 221  2.4  4.0  0.23  3.33  3.43 999 1012.7   8.4   3.4 999.0 99.0 99.00
2005 06 10 01 00 224  2.4  2.6  0.22  3.13  3.41 999 1013.0   9.0   3.4 999.0 99.0 99.00
2005 06 10 02 00 223  3.6  4.1  0.20  3.23  3.43 999 1012.5  10.5   3.4 999.0 99.0 99.00
2005 06 10 03 00 261  0.9  1.4  0.18  4.76  3.45 999 1013.1   7.9   3.4 999.0 99.0 99.00
2005 06 10 04 00  64  1.3  2.3  0.17  4.55  3.31 999 1013.2   8.0   3.3 999.0 99.0 99.00
2005 06 10 05 00  20  3.1  3.7  0.00  0.00  0.00 999 1013.2   5.7   3.3 999.0 99.0 99.00
2005 06 10 06 00  55  3.2  3.6  0.00  0.00  0.00 999 1013.4   9.5   3.3 999.0 99.0 99.00
2005 06 10 07 00 109  2.7  4.0  0.00  0.00  0.00 999 1013.5   6.7   3.3 999.0 99.0 99.00
2005 06 10 08 00 143  3.7  4.0  0.00  0.00  0.00 999 1013.5   7.3   3.3 999.0 99.0 99.00
2005 06 10 09 00 128  2.1  2.5  0.00  0.00  0.00 999 1013.0   8.3   3.3 999.0 99.0 99.00
2005 06 10 10 00  79  2.2  2.7  0.00  0.00  0.00 999 1012.8   9.2   3.3 999.0 99.0 99.00
2005 06 10 11 00  30  3.6  4.0  0.00  0.00  0.00 999 1013.3   7.1   3.3 999.0 99.0 99.00
2005 06 10 12 00  52  3.2  3.6  0.00  0.00  0.00 999 1014.3   6.3   3.4 999.0 99.0 99.00
2005 06 10 13 00  55  6.4  7.0  0.00  0.00  0.00 999 1013.5   6.2   3.4 999.0 99.0 99.00
2005 06 10 14 00  49  6.3  6.8  0.00  0.00  0.00 999 1013.3   5.6   3.4 999.0 99.0 99.00
2005 06 10 15 00  51  6.5  7.3  0.00  0.00  0.00 999 1013.3   5.9   3.6 999.0 99.0 99.00
2005 06 10 16 00  44  7.0  8.1  0.29  2.56  2.75 999 1013.0   5.1   3.4 999.0 99.0 99.00
2005 06 10 17 00  52  7.9  8.9  0.56  3.03  3.12 999 1011.9   5.9   3.7 999.0 99.0 99.00
2005 06 10 18 00  51  7.7  8.7  0.64  3.45  3.23 999 1010.6   6.0   3.5 999.0 99.0 99.00
2005 06 10 19 00  49  8.6  9.7  0.85  3.70  3.46 999 1009.5   5.9   3.4 999.0 99.0 99.00
2005 06 10 20 00 302  7.5 19.1  0.92  3.85  3.68 999 1011.8   6.5   3.4 999.0 99.0 99.00
2005 06 10 21 00  47  8.9 10.3  0.96  4.35  3.93 999 1009.3   6.7   3.4 999.0 99.0 99.00
2005 06 10 22 00  49  5.0  5.7  0.80  4.35  3.87 999 1009.5   5.9   3.4 999.0 99.0 99.00
2005 06 10 23 00 163  2.7  3.5  0.73  4.35  3.85 999 1009.7   7.6   3.4 999.0 99.0 99.00
2005 06 11 00 00  65  2.5  3.5  0.76  4.76  3.86 999 1010.5   7.4   3.5 999.0 99.0 99.00
2005 06 11 01 00 115  1.4  2.0  0.72  4.55  3.95 999 1010.6   6.0   3.4 999.0 99.0 99.00
2005 06 11 02 00 210  3.3  3.6  0.67  4.55  3.93 999 1010.7   5.5   3.4 999.0 99.0 99.00
2005 06 11 03 00 228  4.1  5.5  0.62  4.55  3.95 999 1011.6   4.5   3.4 999.0 99.0 99.00
2005 06 11 04 00 305  5.8  6.3  0.45  4.35  3.78 999 1011.5   4.4   3.4 999.0 99.0 99.00
2005 06 11 05 00 308  3.0  3.3  0.41  4.17  3.74 999 1011.7   4.5   3.4 999.0 99.0 99.00
2005 06 11 06 00 352  2.9  3.5  0.39  4.00  3.64 999 1011.5   5.0   3.4 999.0 99.0 99.00
2005 06 11 07 00 150  3.8  4.4  0.31  3.85  3.52 999 1012.0   4.4   3.4 999.0 99.0 99.00
2005 06 11 08 00 155  2.0  2.3  0.27  3.45  3.42 999 1011.9   4.4   3.3 999.0 99.0 99.00
2005 06 11 09 00 344  1.4  2.0  0.26  3.70  3.40 999 1011.2   4.9   3.4 999.0 99.0 99.00
2005 06 11 10 00 105  1.2  2.2  0.23  3.45  3.33 999 1010.9   4.3   3.3 999.0 99.0 99.00
2005 06 11 11 00 360  2.9  3.8  0.21  3.23  3.27 999 1011.1   4.6   3.4 999.0 99.0 99.00
2005 06 11 12 00  55  1.6  2.2  0.20  3.33  3.41 999 1011.3   4.1   3.4 999.0 99.0 99.00
2005 06 11 13 00  56  3.7  4.3  0.19  3.70  3.38 999 1010.6   4.4   3.4 999.0 99.0 99.00
2005 06 11 14 00  61  5.1  7.1  0.17  3.57  3.37 999 1010.8   4.8   3.4 999.0 99.0 99.00
2005 06 11 15 00  49  5.7  6.6  0.15  3.45  3.33 999 1010.4   6.0   3.4 999.0 99.0 99.00
2005 06 11 16 00  47  4.8  5.2  0.00  0.00  0.00 999 1010.6   5.8   3.4 999.0 99.0 99.00
2005 06 11 17 00  67  5.1  6.0  0.18  2.50  2.88 999 1010.4   6.7   3.4 999.0 99.0 99.00
2005 06 11 18 00  71  5.8  6.4  0.25  2.56  2.81 999 1009.5   6.8   3.4 999.0 99.0 99.00
2005 06 11 19 00  70  5.8  6.4  0.31  2.86  2.87 999 1010.0   5.9   3.4 999.0 99.0 99.00
2005 06 11 20 00  64  5.4  5.9  0.32  3.13  2.96 999 1009.5   5.4   3.5 999.0 99.0 99.00
2005 06 11 21 00  62  6.3  7.1  0.36  3.23  3.03 999 1008.0   5.5   3.4 999.0 99.0 99.00
2005 06 11 22 00  52  6.8  7.4  0.42  3.33  3.07 999 1007.5   5.8   3.4 999.0 99.0 99.00
2005 06 11 23 00  52  7.2  8.0  0.47  3.33  3.14 999 1007.2   5.9   3.4 999.0 99.0 99.00
2005 06 12 00 00  46  7.6  8.4  0.55  3.45  3.17 999 1006.2   5.4   3.4 999.0 99.0 99.00
2005 06 12 01 00  58  7.6  9.9  0.55  3.70  3.26 999 1006.8   6.7   3.4 999.0 99.0 99.00
2005 06 12 02 00  50  6.1  6.8  0.60  3.57  3.37 999 1006.4   5.3   3.4 999.0 99.0 99.00
2005 06 12 03 00  60  4.5  5.1  0.52  3.57  3.44 999 1006.5   4.9   3.4 999.0 99.0 99.00
2005 06 12 04 00  62  3.6  4.2  0.57  4.00  3.59 999 1006.3   5.2   3.4 999.0 99.0 99.00
2005 06 12 05 00  91  3.2  3.9  0.51  4.17  3.57 999 1005.8   5.9   3.4 999.0 99.0 99.00
2005 06 12 06 00 261  1.8  2.3  0.45  4.17  3.66 999 1006.5   7.6   3.4 999.0 99.0 99.00
2005 06 12 07 00  69  4.6  5.1  0.42  3.85  3.51 999 1005.5   4.8   3.3 999.0 99.0 99.00
2005 06 12 08 00 117  1.9  2.1  0.33  3.70  3.40 999 1005.5   6.9   3.2 999.0 99.0 99.00
2005 06 12 09 00 144  3.6  3.9  0.28  3.57  3.35 999 1005.0   6.9   3.2 999.0 99.0 99.00
2005 06 12 10 00 152  5.8  6.3  0.27  3.33  3.29 999 1004.7   8.6   3.2 999.0 99.0 99.00
2005 06 12 11 00 172  4.9  5.4  0.24  3.33  3.19 999 1004.9   8.4   3.3 999.0 99.0 99.00
2005 06 12 12 00 171  5.0  5.3  0.22  3.45  3.09 999 1005.3   7.7   3.3 999.0 99.0 99.00
2005 06 12 13 00 207  3.2  3.5  0.18  3.23  3.06 999 1005.7   6.8   3.4 999.0 99.0 99.00
2005 06 12 14 00 242  6.7  7.5  0.16  3.13  3.10 999 1006.5   8.1   3.4 999.0 99.0 99.00
2005 06 12 15 00 246  5.3  5.7  0.26  2.86  2.85 999 1007.4   7.1   3.5 999.0 99.0 99.00
2005 06 12 16 00 235  4.8  5.2  0.26  2.94  2.88 999 1007.9   7.2   3.5 999.0 99.0 99.00
2005 06 12 17 00 220  6.2  6.9  0.26  2.70  2.83 999 1008.2   8.0   3.9 999.0 99.0 99.00
2005 06 12 18 00 219  6.5  7.2  0.34  3.03  2.98 999 1008.3   8.9   3.8 999.0 99.0 99.00
2005 06 12 19 00 219  5.2  5.7  0.38  3.45  3.13 999 1008.7   8.8   3.5 999.0 99.0 99.00
2005 06 12 20 00 207  5.4  6.0  0.38  3.70  3.31 999 1008.8   9.7   3.6 999.0 99.0 99.00
2005 06 12 21 00 207  4.9  5.2  0.33  3.57  3.22 999 1008.9   8.8   3.5 999.0 99.0 99.00
2005 06 12 22 00 211  5.1  5.7  0.28  3.70  3.21 999 1008.8   9.4   3.5 999.0 99.0 99.00
2005 06 12 23 00 216  4.9  5.2  0.28  3.57  3.23 999 1008.9   9.6   3.5 999.0 99.0 99.00
2005 06 13 00 00 215  5.0  5.5  0.32  3.45  3.35 999 1009.0  10.6   3.5 999.0 99.0 99.00
2005 06 13 01 00 214  4.5  4.8  0.34  3.45  3.40 999 1009.2  10.2   3.5 999.0 99.0 99.00
2005 06 13 02 00 260  3.7  4.2  0.27  3.33  3.29 999 1009.4  11.3   3.4 999.0 99.0 99.00
2005 06 13 03 00 290  2.6  3.1  0.26  3.57  3.24 999 1009.8   9.5   3.4 999.0 99.0 99.00
2005 06 13 04 00 176  2.5  3.6  0.22  3.13  3.18 999 1010.0   9.5   3.4 999.0 99.0 99.00
2005 06 13 05 00 201  3.0  3.2  0.21  3.45  3.14 999 1009.9  11.6   3.4 999.0 99.0 99.00
2005 06 13 06 00 205  3.2  3.6  0.18  3.45  3.13 999 1009.5   8.7   3.4 999.0 99.0 99.00
2005 06 13 07 00 193  2.9  2.9  0.00  0.00  0.00 999 1009.2  11.0   3.3 999.0 99.0 99.00
2005 06 13 08 00 223  3.3  3.4  0.00  0.00  0.00 999 1009.5   9.2   3.3 999.0 99.0 99.00
2005 06 13 09 00 256  2.2  2.5  0.00  0.00  0.00 999 1009.5   8.5   3.3 999.0 99.0 99.00
2005 06 13 10 00 220  1.8  1.9  0.00  0.00  0.00 999 1009.8   8.5   3.3 999.0 99.0 99.00
2005 06 13 11 00 186  1.5  2.1  0.00  0.00  0.00 999 1009.6   8.2   3.3 999.0 99.0 99.00
2005 06 13 12 00  96  0.9  1.0  0.00  0.00  0.00 999 1009.5   7.8   3.4 999.0 99.0 99.00
2005 06 13 13 00  38  3.3  3.6  0.00  0.00  0.00 999 1009.4   5.5   3.4 999.0 99.0 99.00
2005 06 13 14 00  31  2.7  3.4  0.00  0.00  0.00 999 1009.3   5.4   3.6 999.0 99.0 99.00
2005 06 13 15 00  51  2.8  3.1  0.00  0.00  0.00 999 1009.1   5.2   3.7 999.0 99.0 99.00
2005 06 13 16 00  51  3.2  3.5  0.00  0.00  0.00 999 1009.1   5.5   3.7 999.0 99.0 99.00
2005 06 13 17 00  40  4.2  4.5  0.00  0.00  0.00 999 1008.6   6.0   3.6 999.0 99.0 99.00
2005 06 13 18 00  39  4.3  4.7  0.00  0.00  0.00 999 1008.3   6.3   3.5 999.0 99.0 99.00
2005 06 13 19 00  44  4.4  4.7  0.00  0.00  0.00 999 1007.6   6.9   3.5 999.0 99.0 99.00
2005 06 13 20 00  47  4.9  5.5  0.00  0.00  0.00 999 1007.0   7.6   3.5 999.0 99.0 99.00
2005 06 13 21 00  61  5.1  5.4  0.00  0.00  0.00 999 1007.0   6.9   3.5 999.0 99.0 99.00
2005 06 13 22 00  68  5.4  6.1  0.00  0.00  0.00 999 1006.6   6.8   3.5 999.0 99.0 99.00
2005 06 13 23 00  78  6.6  7.5  0.15  2.50  2.68 999 1006.5   6.7   3.5 999.0 99.0 99.00
2005 06 14 00 00 101  7.8  9.0  0.30  2.78  2.82 999 1006.9   8.9   3.5 999.0 99.0 99.00
2005 06 14 01 00  78  5.8  6.2  0.33  2.94  3.02 999 1006.4   7.1   3.5 999.0 99.0 99.00
2005 06 14 02 00  77  6.4  6.9  0.38  3.33  3.12 999 1005.3   7.5   3.5 999.0 99.0 99.00
2005 06 14 03 00  85  3.3  3.9  0.37  3.57  3.19 999 1005.6   6.7   3.5 999.0 99.0 99.00
2005 06 14 04 00  75  4.3  4.6  0.36  3.45  3.22 999 1005.0   7.1   3.5 999.0 99.0 99.00
2005 06 14 05 00  47  6.0  6.5  0.30  3.45  3.11 999 1005.2   5.3   3.4 999.0 99.0 99.00
2005 06 14 06 00  53  7.1  7.8  0.29  2.86  2.97 999 1004.5   5.8   3.4 999.0 99.0 99.00
2005 06 14 07 00  50  6.7  7.6  0.38  2.63  2.88 999 1004.1   6.0   3.4 999.0 99.0 99.00
2005 06 14 08 00  53  8.1  9.5  0.33  2.94  2.88 999 1003.6   6.8   3.4 999.0 99.0 99.00
2005 06 14 09 00  75  7.7  9.1  0.61  3.45  3.25 999 1003.1   7.1   3.4 999.0 99.0 99.00
2005 06 14 10 00  52  7.1  8.0  0.67  3.70  3.40 999 1002.6   6.4   3.4 999.0 99.0 99.00
2005 06 14 11 00  46  5.3  6.3  0.72  4.00  3.53 999 1002.6   6.0   3.4 999.0 99.0 99.00
2005 06 14 12 00  42  7.0  8.1  0.66  3.70  3.50 999 1001.8   5.9   3.4 999.0 99.0 99.00
2005 06 14 13 00  53  7.3  9.8  0.70  3.85  3.59 999 1001.6   5.5   3.4 999.0 99.0 99.00
2005 06 14 14 00  47  6.5  7.4  0.71  3.85  3.59 999 1001.1   5.5   3.4 999.0 99.0 99.00
2005 06 14 15 00  57  7.0  7.8  0.93  4.35  3.79 999 1000.4   5.7   3.4 999.0 99.0 99.00
2005 06 14 16 00  56  8.0  9.0  0.81  4.35  3.61 999 1000.2   5.7   3.4 999.0 99.0 99.00
2005 06 14 17 00  55  6.7  8.0  0.84  4.35  3.83 999 1000.6   5.7   3.4 999.0 99.0 99.00
2005 06 14 18 00  38  7.1  7.9  0.76  4.35  3.81 999 1000.3   5.3   3.4 999.0 99.0 99.00
2005 06 14 19 00  50  8.0  9.1  0.84  4.35  3.73 999 1000.4   6.0   3.4 999.0 99.0 99.00
2005 06 14 20 00  41  7.4  8.2  0.85  4.35  3.69 999 1000.4   6.5   3.4 999.0 99.0 99.00
2005 06 14 21 00  46  8.1  9.9  0.93  4.35  3.75 999 1000.4   6.8   3.4 999.0 99.0 99.00
2005 06 14 22 00  49  8.5  9.7  1.10  4.76  4.02 999 1000.9   7.3   3.4 999.0 99.0 99.00
2005 06 14 23 00  44  6.6  7.4  1.16  5.26  4.31 999 1001.2   6.4   3.4 999.0 99.0 99.00
2005 06 15 00 00  39  7.2  8.1  1.02  5.56  4.29 999 1001.7   6.7   3.4 999.0 99.0 99.00
2005 06 15 01 00  31 10.2 11.5  1.12  5.00  4.09 999 1002.2   7.9   3.4 999.0 99.0 99.00
2005 06 15 02 00  24  8.7 10.1  1.18  5.26  4.09 999 1002.9   7.0   3.4 999.0 99.0 99.00
2005 06 15 03 00  26  7.8  8.7  0.97  5.00  3.96 999 1003.7   7.1   3.4 999.0 99.0 99.00
2005 06 15 04 00  21  9.1 10.4  0.94  5.00  3.92 999 1003.9   7.7   3.4 999.0 99.0 99.00
2005 06 15 05 00  23  7.7  8.5  1.19  5.00  4.08 999 1004.5   6.8   3.4 999.0 99.0 99.00
2005 06 15 06 00  19  6.0  6.6  1.02  5.26  4.20 999 1005.1   6.4   3.4 999.0 99.0 99.00
2005 06 15 07 00  20  7.2  8.0  1.03  5.26  4.14 999 1005.4   6.8   3.4 999.0 99.0 99.00
2005 06 15 08 00   8  5.7  6.1  1.00  5.00  4.23 999 1006.0   6.3   3.4 999.0 99.0 99.00
2005 06 15 09 00   4  6.1  6.6  1.04  5.56  4.48 999 1006.4   6.4   3.4 999.0 99.0 99.00
2005 06 15 10 00  10  5.8  6.3  1.03  6.25  4.63 999 1007.0   6.7   3.4 999.0 99.0 99.00
2005 06 15 11 00  12  6.1  6.7  1.04  5.88  4.62 999 1008.2   6.9   3.4 999.0 99.0 99.00
2005 06 15 12 00   4  6.0  6.5  1.02  5.88  4.66 999 1009.4   6.7   3.4 999.0 99.0 99.00
2005 06 15 13 00   2  5.4  5.9  0.96  5.56  4.47 999 1010.5   6.9   3.4 999.0 99.0 99.00
2005 06 15 14 00 346  4.1  4.3  0.83  5.56  4.45 999 1011.3   6.5   3.4 999.0 99.0 99.00
2005 06 15 15 00   5  4.5  5.4  0.77  5.56  4.35 999 1011.9   7.6   3.5 999.0 99.0 99.00
2005 06 15 16 00 342  2.9  3.4  0.75  5.56  4.34 999 1012.5   7.2   3.5 999.0 99.0 99.00
2005 06 15 17 00 306  4.2  4.4  0.63  5.88  4.25 999 1012.8   7.4   3.6 999.0 99.0 99.00
2005 06 15 18 00 301  4.4  4.6  0.64  5.56  4.37 999 1013.0   6.7   3.6 999.0 99.0 99.00
2005 06 15 19 00 303  3.4  3.9  0.60  5.00  4.27 999 1013.2   6.5   3.6 999.0 99.0 99.00
2005 06 15 20 00 265  2.8  3.0  0.54  5.00  4.32 999 1013.3   6.8   3.7 999.0 99.0 99.00
2005 06 15 21 00 266  3.1  3.4  0.54  5.26  4.39 999 1013.4   6.8   3.7 999.0 99.0 99.00
2005 06 15 22 00 266  3.4  3.5  0.49  5.00  4.37 999 1013.5   6.9   3.6 999.0 99.0 99.00
2005 06 15 23 00 260  4.7  5.2  0.49  5.00  4.40 999 1013.7   7.0   3.7 999.0 99.0 99.00
2005 06 16 00 00 284  3.0  3.6  0.42  5.00  4.35 999 1014.2   8.2   3.6 999.0 99.0 99.00
2005 06 16 01 00 307  3.5  4.5  0.40  5.26  4.40 999 1014.3   8.3   3.6 999.0 99.0 99.00
2005 06 16 02 00 287  3.2  3.6  0.37  4.76  4.28 999 1014.2   8.3   3.5 999.0 99.0 99.00
2005 06 16 03 00 283  3.4  3.6  0.33  5.00  4.16 999 1014.7   8.5   3.5 999.0 99.0 99.00
2005 06 16 04 00 274  3.8  4.0  0.32  4.76  4.13 999 1014.7   7.8   3.5 999.0 99.0 99.00
2005 06 16 05 00 269  3.8  4.1  0.27  4.55  4.03 999 1014.9   6.4   3.5 999.0 99.0 99.00
2005 06 16 06 00 314  4.3  4.7  0.27  4.76  3.98 999 1014.9   5.4   3.5 999.0 99.0 99.00
2005 06 16 07 00 302  3.8  4.4  0.28  4.35  3.66 999 1014.8   6.1   3.4 999.0 99.0 99.00
2005 06 16 08 00 338  4.7  5.2  0.25  4.17  3.72 999 1014.3   7.0   3.5 999.0 99.0 99.00
2005 06 16 09 00 334  4.7  5.0  0.21  4.55  3.66 999 1014.3   7.6   3.5 999.0 99.0 99.00
2005 06 16 10 00 337  3.8  4.1  0.20  4.55  3.69 999 1015.0   6.8   3.5 999.0 99.0 99.00
