YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 06 02 03 180  0.0  0.4  0.44  4.17  3.68 999 1015.9   4.9   2.0 999.0 99.0 99.00
2003 06 02 04 138  0.8  1.6  0.44  4.35  3.68 999 1015.9   5.7   2.0 999.0 99.0 99.00
2003 06 02 05 168  1.9  2.5  0.40  4.00  3.57 999 1015.7   4.3   1.8 999.0 99.0 99.00
2003 06 02 06 182  1.8  2.4  0.38  4.00  3.53 999 1015.9   3.2   1.8 999.0 99.0 99.00
2003 06 02 07 196  1.4  2.3  0.35  3.85  3.50 999 1016.1   3.6   1.9 999.0 99.0 99.00
2003 06 02 08 199  3.2  3.4  0.31  3.70  3.39 999 1015.9   3.3   2.0 999.0 99.0 99.00
2003 06 02 09 218  1.6  1.9  0.27  3.57  3.38 999 1016.0   3.7   2.0 999.0 99.0 99.00
2003 06 02 10 236  1.4  2.1  0.25  3.57  3.35 999 1016.5   3.6   2.0 999.0 99.0 99.00
2003 06 02 11 270  2.0  2.1  0.25  3.45  3.32 999 1017.5   3.6   2.0 999.0 99.0 99.00
2003 06 02 12 268  1.6  2.0  0.25  3.57  3.33 999 1017.8   3.6   2.0 999.0 99.0 99.00
2003 06 02 13   2  1.8  2.3  0.24  3.45  3.31 999 1017.3   3.8   2.1 999.0 99.0 99.00
2003 06 02 14  27  1.4  1.9  0.21  3.33  3.25 999 1017.4   3.6   2.2 999.0 99.0 99.00
2003 06 02 15  69  1.1  1.3  0.20  3.33  3.23 999 1017.9   3.7   2.2 999.0 99.0 99.00
2003 06 02 16 158  2.2  3.0  0.15  3.33  3.26 999 1017.8   3.6   2.3 999.0 99.0 99.00
2003 06 02 17  66  1.2  1.7  0.00  0.00  0.00 999 1017.7   3.7   2.3 999.0 99.0 99.00
2003 06 02 18  70  0.7  1.0  0.00  0.00  0.00 999 1017.5   4.1   2.3 999.0 99.0 99.00
2003 06 02 19 213  2.4  2.6  0.00  0.00  0.00 999 1017.3   4.5   2.3 999.0 99.0 99.00
2003 06 02 20 227  2.8  3.3  0.00  0.00  0.00 999 1016.7   4.3   2.3 999.0 99.0 99.00
2003 06 02 21 221  3.1  3.3  0.00  0.00  0.00 999 1016.5   4.5   2.3 999.0 99.0 99.00
2003 06 02 22 263  2.6  2.7  0.00  0.00  0.00 999 1016.0   5.4   2.3 999.0 99.0 99.00
2003 06 02 23 213  1.9  2.3  0.00  0.00  0.00 999 1016.1   4.9   2.3 999.0 99.0 99.00
2003 06 03 00 356  2.4  3.6  0.00  0.00  0.00 999 1016.1   5.2   2.2 999.0 99.0 99.00
2003 06 03 01  38  2.2  2.8  0.00  0.00  0.00 999 1016.2   4.9   2.2 999.0 99.0 99.00
2003 06 03 02  76  2.3  2.8  0.00  0.00  0.00 999 1015.9   4.6   2.2 999.0 99.0 99.00
2003 06 03 03  83  2.4  2.8  0.00  0.00  0.00 999 1016.1   6.1   2.1 999.0 99.0 99.00
2003 06 03 04 204  0.5  1.3  0.00  0.00  0.00 999 1016.4   4.6   2.1 999.0 99.0 99.00
2003 06 03 05 199  1.0  2.5  0.00  0.00  0.00 999 1016.4   5.1   1.9 999.0 99.0 99.00
2003 06 03 06 223  2.6  3.0  0.00  0.00  0.00 999 1016.3   4.8   1.7 999.0 99.0 99.00
2003 06 03 07 227  3.2  3.5  0.00  0.00  0.00 999 1016.4   3.8   2.0 999.0 99.0 99.00
2003 06 03 08 239  2.5  3.1  0.00  0.00  0.00 999 1016.6   3.9   2.0 999.0 99.0 99.00
2003 06 03 09 256  1.9  2.3  0.00  0.00  0.00 999 1016.8   3.4   2.0 999.0 99.0 99.00
2003 06 03 10 305  3.0  3.2  0.00  0.00  0.00 999 1016.7   5.0   2.0 999.0 99.0 99.00
2003 06 03 11 319  3.2  3.2  0.00  0.00  0.00 999 1016.7   6.1   2.0 999.0 99.0 99.00
2003 06 03 12 309  2.4  2.6  0.00  0.00  0.00 999 1017.0   6.8   2.1 999.0 99.0 99.00
2003 06 03 13 311  2.4  2.8  0.00  0.00  0.00 999 1017.0   6.4   2.2 999.0 99.0 99.00
2003 06 03 14  54  1.8  2.2  0.00  0.00  0.00 999 1017.3   5.0   2.3 999.0 99.0 99.00
2003 06 03 15  34  1.6  1.8  0.00  0.00  0.00 999 1017.5   4.1   2.4 999.0 99.0 99.00
2003 06 03 16  45  1.6  1.8  0.00  0.00  0.00 999 1017.4   4.9   2.4 999.0 99.0 99.00
2003 06 03 17 121  1.3  1.7  0.00  0.00  0.00 999 1017.3   5.0   2.3 999.0 99.0 99.00
2003 06 03 18 166  0.8  0.9  0.00  0.00  0.00 999 1017.1   5.7   2.3 999.0 99.0 99.00
2003 06 03 19 233  2.1  2.3  0.00  0.00  0.00 999 1017.0   4.8   2.4 999.0 99.0 99.00
2003 06 03 20 229  2.6  2.7  0.00  0.00  0.00 999 1016.6   4.9   2.5 999.0 99.0 99.00
2003 06 03 21 249  2.4  2.8  0.00  0.00  0.00 999 1016.4   4.8   2.6 999.0 99.0 99.00
2003 06 03 22 284  2.4  2.5  0.00  0.00  0.00 999 1015.8   5.2   2.5 999.0 99.0 99.00
2003 06 03 23 294  2.9  3.0  0.00  0.00  0.00 999 1015.7   5.0   2.5 999.0 99.0 99.00
2003 06 04 00 301  3.3  3.5  0.00  0.00  0.00 999 1015.3   5.2   2.4 999.0 99.0 99.00
2003 06 04 01 295  1.4  1.9  0.00  0.00  0.00 999 1015.5   5.2   2.3 999.0 99.0 99.00
2003 06 04 02  13  3.2  3.5  0.00  0.00  0.00 999 1015.6   4.7   2.2 999.0 99.0 99.00
2003 06 04 03  21  2.3  2.7  0.00  0.00  0.00 999 1015.9   3.8   2.2 999.0 99.0 99.00
2003 06 04 04   6  0.2  0.9  0.00  0.00  0.00 999 1016.0   4.2   2.2 999.0 99.0 99.00
2003 06 04 05  18  3.3  3.4  0.00  0.00  0.00 999 1016.0   6.3   2.2 999.0 99.0 99.00
2003 06 04 06  11  0.8  1.5  0.00  0.00  0.00 999 1016.1   6.5   2.1 999.0 99.0 99.00
2003 06 04 07 227  2.8  3.5  0.00  0.00  0.00 999 1016.3   4.5   2.2 999.0 99.0 99.00
2003 06 04 08 273  1.8  2.1  0.00  0.00  0.00 999 1016.0   4.3   2.1 999.0 99.0 99.00
2003 06 04 09 286  3.1  3.4  0.00  0.00  0.00 999 1015.7   4.6   2.1 999.0 99.0 99.00
2003 06 04 10 296  2.0  2.3  0.00  0.00  0.00 999 1016.0   4.4   2.1 999.0 99.0 99.00
2003 06 04 11 309  2.8  2.9  0.00  0.00  0.00 999 1016.0   5.2   2.0 999.0 99.0 99.00
2003 06 04 12 325  3.6  3.9  0.00  0.00  0.00 999 1016.2   4.5   2.2 999.0 99.0 99.00
2003 06 04 13 312  2.3  2.7  0.00  0.00  0.00 999 1016.4   4.6   2.3 999.0 99.0 99.00
2003 06 04 14  51  2.2  2.5  0.00  0.00  0.00 999 1016.7   4.9   2.4 999.0 99.0 99.00
2003 06 04 15  51  2.3  2.6  0.00  0.00  0.00 999 1016.6   4.6   2.4 999.0 99.0 99.00
2003 06 04 16  71  2.4  2.5  0.00  0.00  0.00 999 1016.5   4.4   2.4 999.0 99.0 99.00
2003 06 04 17  70  1.4  1.7  0.00  0.00  0.00 999 1016.2   5.1   2.5 999.0 99.0 99.00
2003 06 04 18 180  0.1  0.4  0.00  0.00  0.00 999 1015.8   6.1   2.5 999.0 99.0 99.00
2003 06 04 19 282  1.0  1.8  0.00  0.00  0.00 999 1015.2   6.0   2.5 999.0 99.0 99.00
2003 06 04 20 277  0.8  0.9  0.00  0.00  0.00 999 1014.7   7.0   2.7 999.0 99.0 99.00
2003 06 04 21 307  0.8  0.9  0.00  0.00  0.00 999 1014.2   8.0   2.5 999.0 99.0 99.00
2003 06 04 22 249  3.4  4.1  0.00  0.00  0.00 999 1013.8   5.2   2.4 999.0 99.0 99.00
2003 06 04 23 276  3.2  3.4  0.00  0.00  0.00 999 1013.6   4.7   2.4 999.0 99.0 99.00
2003 06 05 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2003 06 05 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2003 06 05 02 265  2.9  3.2  0.00  0.00  0.00 999 1013.1   4.8   2.3 999.0 99.0 99.00
2003 06 05 03 351  3.4  4.7  0.00  0.00  0.00 999 1013.3   5.2   2.2 999.0 99.0 99.00
2003 06 05 04 286  0.8  2.0  0.00  0.00  0.00 999 1013.4   4.4   2.2 999.0 99.0 99.00
2003 06 05 05 242  2.0  2.2  0.00  0.00  0.00 999 1012.8   4.9   2.2 999.0 99.0 99.00
2003 06 05 06 315  2.4  2.7  0.00  0.00  0.00 999 1012.4   5.2   2.2 999.0 99.0 99.00
2003 06 05 07 278  2.1  2.3  0.00  0.00  0.00 999 1012.0   4.0   2.1 999.0 99.0 99.00
2003 06 05 08 242  3.9  4.1  0.00  0.00  0.00 999 1011.7   3.7   2.2 999.0 99.0 99.00
2003 06 05 09 271  4.1  4.4  0.00  0.00  0.00 999 1011.6   4.2   2.2 999.0 99.0 99.00
2003 06 05 10 277  4.5  4.9  0.00  0.00  0.00 999 1011.6   4.3   2.2 999.0 99.0 99.00
2003 06 05 11 284  4.7  5.1  0.00  0.00  0.00 999 1011.9   4.4   2.2 999.0 99.0 99.00
2003 06 05 12 309  4.9  5.3  0.00  0.00  0.00 999 1012.0   4.6   2.2 999.0 99.0 99.00
2003 06 05 13 315  3.4  4.0  0.00  0.00  0.00 999 1012.1   4.6   2.3 999.0 99.0 99.00
