YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 04 18 15 292  2.4  2.9  0.37  4.35  3.69 999 1022.9   1.5   1.2 999.0 99.0 99.00
2001 04 18 16 295  3.3  3.7  0.37  4.17  3.56 999 1022.6   1.4   1.2 999.0 99.0 99.00
2001 04 18 17 293  3.0  3.6  0.33  4.00  3.61 999 1022.3   1.4   1.2 999.0 99.0 99.00
2001 04 18 18 309  2.2  2.6  0.30  3.85  3.53 999 1021.8   1.5   1.3 999.0 99.0 99.00
2001 04 18 19 216  1.3  1.6  0.28  3.57  3.55 999 1021.6   1.7   1.3 999.0 99.0 99.00
2001 04 18 20 229  1.0  1.1  0.26  3.45  3.55 999 1021.2   2.1   1.3 999.0 99.0 99.00
2001 04 18 21 193  1.8  2.1  0.24  3.33  3.47 999 1020.5   1.9   1.3 999.0 99.0 99.00
2001 04 18 22 195  2.1  2.4  0.24  3.57  3.40 999 1019.9   1.8   1.3 999.0 99.0 99.00
2001 04 18 23 185  2.7  3.1  0.28  3.45  3.41 999 1019.3   1.8   1.3 999.0 99.0 99.00
2001 04 19 00 190  3.4  4.1  0.27  3.45  3.50 999 1018.5   1.5   1.3 999.0 99.0 99.00
2001 04 19 01 200  3.2  3.6  0.30  3.85  3.50 999 1018.1   1.5   1.2 999.0 99.0 99.00
2001 04 19 02 196  2.6  2.9  0.29  4.17  3.45 999 1018.2   1.5   1.2 999.0 99.0 99.00
2001 04 19 03 188  2.0  2.2  0.29  3.33  3.40 999 1018.1   1.4   1.1 999.0 99.0 99.00
2001 04 19 04 169  3.4  4.0  0.27  3.70  3.30 999 1017.8   1.3   1.1 999.0 99.0 99.00
2001 04 19 05 158  3.5  3.8  0.26  2.94  3.22 999 1017.5   1.3   1.1 999.0 99.0 99.00
2001 04 19 06 167  3.9  4.7  0.24  3.03  3.13 999 1017.2   1.6   1.1 999.0 99.0 99.00
