#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 03 31 23 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   8.3 999.0 999.0 99.0 99.00
2015 04 01 01 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   5.6 999.0 999.0 99.0 99.00
2015 04 01 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   1.6 999.0 999.0 99.0 99.00
2015 04 01 05 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   0.7 999.0 999.0 99.0 99.00
2015 04 01 07 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0  -0.1 999.0 999.0 99.0 99.00
2015 04 01 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0  -0.1 999.0 999.0 99.0 99.00
2015 04 01 11 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0  -0.1 999.0 999.0 99.0 99.00
2015 04 01 13 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   0.3 999.0 999.0 99.0 99.00
2015 04 01 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   1.0 999.0 999.0 99.0 99.00
2015 04 01 17 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   1.3 999.0 999.0 99.0 99.00
2015 04 01 19 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4 999.0 999.0 99.0 99.00
2015 04 01 21 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.0 999.0 999.0 99.0 99.00
2015 04 01 23 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.1 999.0 999.0 99.0 99.00
2015 04 02 01 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
2015 04 02 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.0 999.0 999.0 99.0 99.00
2015 04 02 05 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   1.8 999.0 999.0 99.0 99.00
2015 04 02 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
