YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 06 02 12 104  0.6  1.4  0.15  2.50  3.20 999 1017.8   3.9   2.0 999.0 99.0 99.00
2003 06 02 13  65  3.0  3.6  0.00  0.00  0.00 999 1017.3   3.7   2.0 999.0 99.0 99.00
2003 06 02 14  53  4.3  4.8  0.00  0.00  0.00 999 1017.2   3.7   2.1 999.0 99.0 99.00
2003 06 02 15  94  1.8  1.9  0.00  0.00  0.00 999 1017.8   4.3   2.1 999.0 99.0 99.00
2003 06 02 16  65  2.5  2.8  0.00  0.00  0.00 999 1017.3   4.0   2.2 999.0 99.0 99.00
2003 06 02 17  56  3.0  3.4  0.00  0.00  0.00 999 1017.3   3.9   2.3 999.0 99.0 99.00
2003 06 02 18 154  2.2  2.8  0.00  0.00  0.00 999 1017.8   4.4   2.4 999.0 99.0 99.00
2003 06 02 19 162  2.2  2.3  0.00  0.00  0.00 999 1017.2   5.0   2.4 999.0 99.0 99.00
2003 06 02 20 176  2.7  3.2  0.00  0.00  0.00 999 1016.6   4.8   2.4 999.0 99.0 99.00
2003 06 02 21 192  2.6  2.8  0.00  0.00  0.00 999 1016.5   4.7   2.4 999.0 99.0 99.00
2003 06 02 22 228  1.7  2.1  0.00  0.00  0.00 999 1016.3   4.8   2.4 999.0 99.0 99.00
2003 06 02 23 193  2.0  2.3  0.00  0.00  0.00 999 1015.7   5.9   2.4 999.0 99.0 99.00
2003 06 03 00 180  3.4  3.7  0.00  0.00  0.00 999 1015.6   5.1   2.4 999.0 99.0 99.00
2003 06 03 01 270  3.1  4.4  0.00  0.00  0.00 999 1015.6   5.8   2.1 999.0 99.0 99.00
2003 06 03 02 333  1.0  1.7  0.00  0.00  0.00 999 1015.6   5.2   2.1 999.0 99.0 99.00
2003 06 03 03  59  1.2  2.7  0.00  0.00  0.00 999 1016.2   4.4   2.1 999.0 99.0 99.00
2003 06 03 04  82  2.3  3.2  0.00  0.00  0.00 999 1015.7   4.0   2.0 999.0 99.0 99.00
2003 06 03 05  45  0.4  1.0  0.00  0.00  0.00 999 1016.3   3.6   2.0 999.0 99.0 99.00
2003 06 03 06 128  0.9  1.6  0.00  0.00  0.00 999 1016.3   4.3   1.7 999.0 99.0 99.00
