#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 04 01 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   5.7 999.0 99.0 99.00
2015 04 01 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   2.3 999.0 99.0 99.00
2015 04 01 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   1.7 999.0 99.0 99.00
2015 04 01 21 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   2.8 999.0 99.0 99.00
2015 04 02 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   2.7 999.0 99.0 99.00
2015 04 02 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   5.7 999.0 99.0 99.00
2015 04 02 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   6.3 999.0 99.0 99.00
2015 04 02 21 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0  11.0 999.0 99.0 99.00
2015 04 03 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   6.4 999.0 99.0 99.00
2015 04 03 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   1.5 999.0 99.0 99.00
2015 04 03 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.1 999.0 99.0 99.00
2015 04 03 21 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   3.4 999.0 99.0 99.00
2015 04 04 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   2.5 999.0 99.0 99.00
2015 04 04 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   1.2 999.0 99.0 99.00
2015 04 04 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.4 999.0 99.0 99.00
2015 04 04 21 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   4.7 999.0 99.0 99.00
2015 04 05 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   4.0 999.0 99.0 99.00
2015 04 05 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   1.1 999.0 99.0 99.00
2015 04 05 15 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.4 999.0 99.0 99.00
2015 04 05 21 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   1.7 999.0 99.0 99.00
2015 04 06 03 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.8 999.0 99.0 99.00
2015 04 06 09 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0   0.3 999.0 99.0 99.00
2015 04 06 13 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 999.0   0.1 999.0 99.0 99.00
2015 04 06 14 50 180  0.0  0.0  0.01 99.00  9.19 999 9999.0 999.0   0.2 999.0 99.0 99.00
2015 04 06 15 50 180  0.0  0.0  0.01 99.00  7.31 999 9999.0 999.0   0.7 999.0 99.0 99.00
2015 04 06 16 50 180  0.0  0.0  0.01 99.00  7.91 999 9999.0 999.0   1.1 999.0 99.0 99.00
2015 04 06 17 50  57  4.6  7.8 99.00 99.00 99.00 999 1024.1   0.6   1.3 999.0 99.0 99.00
2015 04 06 18 50  47  4.0  7.1  0.01 99.00  7.32 999 1024.3   0.5   1.3 999.0 99.0 99.00
2015 04 06 19 50  47  3.8  7.3  0.02 99.00  9.70 999 1024.1   0.8   1.3 999.0 99.0 99.00
2015 04 06 20 50  48  3.1  6.4  0.01 99.00  7.52 999 1023.7   0.9   1.4 999.0 99.0 99.00
2015 04 06 21 50  37  2.2  4.8  0.01 99.00  8.13 999 1023.9   1.0   1.5 999.0 99.0 99.00
2015 04 06 22 50  46  3.2  5.8  0.01 99.00  7.60 999 1023.6   1.6   1.6 999.0 99.0 99.00
2015 04 06 23 50  48  3.3  5.6  0.01 99.00  7.85 999 1023.5   1.6   1.7 999.0 99.0 99.00
2015 04 07 00 50  33  2.1  4.4  0.01 99.00  8.27 999 1024.2   1.7   1.7 999.0 99.0 99.00
2015 04 07 01 50  40  2.6  4.7 99.00 99.00 99.00 999 1025.2   1.3   1.6 999.0 99.0 99.00
2015 04 07 02 50  45  3.8  6.9  0.01 99.00  7.92 999 1026.1   0.6   1.5 999.0 99.0 99.00
2015 04 07 03 50  50  3.2  6.0  0.01 99.00  7.10 999 1026.4   0.6   1.3 999.0 99.0 99.00
2015 04 07 04 50  44  4.0  6.2  0.01 99.00  7.15 999 1026.7   0.6   1.1 999.0 99.0 99.00
2015 04 07 05 50  44  3.5  5.9  0.01 99.00  6.95 999 1026.6   0.4   1.0 999.0 99.0 99.00
2015 04 07 06 50  48  3.9  6.2  0.01 99.00  8.40 999 1026.3   0.3   0.9 999.0 99.0 99.00
2015 04 07 07 50  46  4.6  7.0  0.01 99.00  7.65 999 1026.5   0.4   0.8 999.0 99.0 99.00
2015 04 07 08 50  49  3.8  6.7  0.01 99.00  7.35 999 1026.8   0.6   0.8 999.0 99.0 99.00
2015 04 07 09 50  47  5.0  7.5  0.01 99.00  8.44 999 1026.6   0.6   0.8 999.0 99.0 99.00
2015 04 07 10 50  46  4.6  7.3  0.01 99.00  7.18 999 1026.7   0.8   0.8 999.0 99.0 99.00
2015 04 07 11 50  52  4.2  8.7  0.01 99.00  8.47 999 1027.3   0.9   0.8 999.0 99.0 99.00
2015 04 07 12 50  57  5.3  9.1  0.01 99.00  6.94 999 1030.1   0.9   0.9 999.0 99.0 99.00
2015 04 07 13 50  57  4.4  7.9  0.01 99.00  7.97 999 1030.0   1.0   0.9 999.0 99.0 99.00
2015 04 07 14 50  49  4.4  8.4  0.01 99.00  7.44 999 1030.5   1.1   0.9 999.0 99.0 99.00
