YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
94 05 03 20 159 03.9 04.2 00.30 03.40 03.10 999 1019.0  04.5  01.5 999.0 99.0
94 05 03 21 153 05.0 05.7 00.30 03.40 03.20 999 1018.5  03.9  01.5 999.0 99.0
94 05 03 22 157 05.5 06.0 00.30 03.60 03.10 999 1017.8  04.7  01.5 999.0 99.0
94 05 03 23 153 04.7 05.3 00.30 03.40 03.10 999 1017.4  04.5  01.5 999.0 99.0
94 05 04 00 154 05.2 06.4 00.30 03.40 03.10 999 1016.6  04.4  01.5 999.0 99.0
94 05 04 01 146 06.7 07.8 00.40 02.80 03.00 999 1016.0  04.1  01.5 999.0 99.0
94 05 04 02 158 08.1 09.4 00.50 03.00 03.10 999 1015.8  04.7  01.5 999.0 99.0
94 05 04 03 162 09.2 10.5 00.70 03.70 03.40 999 1015.5  05.1  01.5 999.0 99.0
94 05 04 04 171 10.9 12.6 00.90 04.00 03.60 999 1015.1  05.8  01.5 999.0 99.0
94 05 04 05 172 08.7 10.3 01.00 04.30 03.80 999 1015.3  04.9  01.5 999.0 99.0
94 05 04 06 182 07.3 08.1 01.00 04.50 03.90 999 1015.2  05.1  01.5 999.0 99.0
94 05 04 07 191 09.1 10.3 00.90 04.80 03.90 999 1014.4  06.0  01.5 999.0 99.0
94 05 04 08 190 07.9 09.0 00.90 04.30 03.80 999 1014.1  05.8  01.5 999.0 99.0
94 05 04 09 173 06.6 07.3 00.80 04.80 03.80 999 1013.9  05.2  01.5 999.0 99.0
94 05 04 10 172 07.3 08.4 00.80 04.80 03.80 999 1013.5  04.0  01.5 999.0 99.0
94 05 04 11 164 08.0 09.1 00.80 04.50 03.80 999 1012.9  04.2  01.5 999.0 99.0
94 05 04 12 162 06.2 07.1 00.70 04.30 03.80 999 1012.8  03.8  01.5 999.0 99.0
94 05 04 13 168 08.2 10.1 00.80 04.00 03.70 999 1012.3  03.9  01.5 999.0 99.0
94 05 04 14 168 08.3 09.5 01.00 04.80 04.00 999 1012.2  03.9  01.5 999.0 99.0
94 05 04 15 167 07.8 08.7 01.00 04.50 04.00 999 1011.9  03.8  01.5 999.0 99.0
94 05 04 16 171 07.7 08.9 01.00 05.30 04.20 999 1012.1  03.6  01.5 999.0 99.0
94 05 04 17 173 07.1 08.0 01.00 05.00 04.00 999 1012.0  04.1  01.5 999.0 99.0
94 05 04 18 200 06.9 07.9 00.90 04.80 04.10 999 1011.9  05.2  01.5 999.0 99.0
94 05 04 19 236 07.6 08.6 01.00 05.30 04.20 999 1011.6  05.9  01.5 999.0 99.0
94 05 04 20 191 05.3 06.6 01.00 05.30 04.20 999 1011.8  04.1  01.6 999.0 99.0
94 05 04 21 202 05.9 06.5 00.80 05.30 04.10 999 1011.7  04.0  01.5 999.0 99.0
94 05 04 22 209 06.3 07.0 00.80 04.80 03.90 999 1011.8  04.4  01.5 999.0 99.0
94 05 04 23 208 06.1 06.7 00.80 04.80 03.80 999 1011.7  04.8  01.5 999.0 99.0
94 05 05 00 219 05.0 05.7 00.70 04.80 03.80 999 1011.7  04.7  01.5 999.0 99.0
94 05 05 01 237 05.5 06.2 00.70 04.50 04.00 999 1011.8  04.3  01.5 999.0 99.0
94 05 05 02 243 06.3 07.1 00.70 04.80 04.00 999 1012.1  04.4  01.5 999.0 99.0
94 05 05 03 255 06.3 06.9 00.60 04.20 03.80 999 1012.3  03.7  01.5 999.0 99.0
94 05 05 04 339 06.8 07.8 00.60 04.80 03.80 999 1012.8  04.0  01.5 999.0 99.0
94 05 05 05 004 05.8 06.8 00.50 04.30 03.70 999 1012.8  03.1  01.5 999.0 99.0
94 05 05 06 342 06.4 07.3 00.50 04.20 03.60 999 1013.2  03.3  01.5 999.0 99.0
94 05 05 07 352 06.9 07.9 00.40 04.00 03.40 999 1012.8  03.4  01.5 999.0 99.0
94 05 05 08 310 05.4 06.9 00.40 04.00 03.30 999 1013.5  02.8  01.5 999.0 99.0
94 05 05 09 333 07.6 08.6 00.40 03.80 03.20 999 1013.7  02.9  01.5 999.0 99.0
94 05 05 10 327 08.4 09.6 00.60 03.00 03.10 999 1013.9  02.5  01.5 999.0 99.0
94 05 05 11 327 08.1 09.7 00.70 03.60 03.40 999 1014.3  02.1  01.5 999.0 99.0
94 05 05 12 326 09.2 11.0 00.70 04.00 03.50 999 1014.8  01.9  01.5 999.0 99.0
94 05 05 13 331 09.5 11.3 01.00 04.20 03.70 999 1014.9  01.2  01.5 999.0 99.0
94 05 05 14 324 09.0 10.6 99.00 99.00 99.00 999 1014.9  01.7  01.5 999.0 99.0
94 05 05 15 318 08.7 10.4 00.90 04.30 03.90 999 1015.2  01.6  01.5 999.0 99.0
94 05 05 16 317 08.1 09.6 01.00 04.30 03.90 999 1015.4  01.4  01.5 999.0 99.0
94 05 05 17 310 07.2 08.8 00.90 04.30 03.80 999 1015.7  01.5  01.5 999.0 99.0
94 05 05 18 302 07.5 08.5 00.80 04.30 03.70 999 1015.7  01.6  01.5 999.0 99.0
94 05 05 19 294 07.3 08.5 00.70 04.00 03.50 999 1015.6  01.8  01.5 999.0 99.0
94 05 05 20 295 06.6 07.5 00.70 04.00 03.50 999 1015.7  02.3  01.5 999.0 99.0
94 05 05 21 301 06.7 07.8 00.60 03.80 03.50 999 1015.8  02.7  01.5 999.0 99.0
94 05 05 22 315 06.8 07.7 00.60 03.80 03.50 999 1016.1  03.0  01.5 999.0 99.0
94 05 05 23 298 05.1 06.3 00.70 04.00 03.60 999 1016.7  02.7  01.5 999.0 99.0
94 05 06 00 316 05.2 06.0 00.70 04.00 03.60 999 1016.8  02.8  01.5 999.0 99.0
94 05 06 01 338 08.0 09.9 00.80 03.80 03.60 999 1017.3  03.1  01.5 999.0 99.0
94 05 06 02 339 08.2 09.6 00.80 04.00 03.60 999 1017.5  03.5  01.5 999.0 99.0
94 05 06 03 341 07.2 08.5 00.80 03.80 03.60 999 1018.0  03.1  01.5 999.0 99.0
94 05 06 04 346 08.6 10.3 00.80 04.50 03.70 999 1018.4  03.0  01.5 999.0 99.0
