YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 04 15 07 00 151  2.4  2.8  0.00  0.00  0.00 999 1030.0   2.6   1.9 999.0 99.0 99.00
2005 04 15 08 00 124  3.4  3.7  0.00  0.00  0.00 999 1030.0   2.6   1.9 999.0 99.0 99.00
2005 04 15 09 00 128  4.9  5.7  0.00  0.00  0.00 999 1030.4   3.1   1.9 999.0 99.0 99.00
2005 04 15 10 00 137  4.6  5.2  0.21  3.03  2.99 999 1030.9   3.2   2.0 999.0 99.0 99.00
2005 04 15 11 00 139  4.3  5.2  0.22  3.03  2.98 999 1031.4   3.0   2.0 999.0 99.0 99.00
2005 04 15 12 00 143  5.0  5.5  0.22  2.94  2.94 999 1031.9   3.4   2.0 999.0 99.0 99.00
2005 04 15 13 00 148  5.2  5.9  0.27  2.56  2.84 999 1031.9   3.5   2.0 999.0 99.0 99.00
2005 04 15 14 00 142  5.8  7.2  0.30  2.78  2.83 999 1031.9   3.5   2.0 999.0 99.0 99.00
2005 04 15 15 00 135  5.2  5.9  0.32  2.86  2.96 999 1031.4   3.2   2.1 999.0 99.0 99.00
2005 04 15 16 00 131  6.4  7.4  0.32  3.03  3.00 999 1030.9   3.4   2.1 999.0 99.0 99.00
2005 04 15 17 00 128  6.6  7.6  0.43  3.23  3.11 999 1030.3   3.4   2.1 999.0 99.0 99.00
2005 04 15 18 00 123  7.2  8.4  0.46  3.33  3.20 999 1029.7   3.4   2.1 999.0 99.0 99.00
2005 04 15 19 00 123  6.2  7.1  0.47  3.33  3.17 999 1029.4   3.7   2.1 999.0 99.0 99.00
2005 04 15 20 00 118  6.9  7.9  0.51  3.33  3.22 999 1028.4   4.0   2.1 999.0 99.0 99.00
2005 04 15 21 00 119  7.3  8.2  0.57  3.57  3.28 999 1027.4   4.4   2.1 999.0 99.0 99.00
2005 04 15 22 00 121  6.5  7.5  0.53  3.33  3.24 999 1026.8   4.7   2.1 999.0 99.0 99.00
2005 04 15 23 00 129  5.9  7.3  0.46  3.57  3.16 999 1026.3   4.6   2.1 999.0 99.0 99.00
2005 04 16 00 00 149  6.6  7.7  0.44  3.45  3.18 999 1025.6   5.6   2.1 999.0 99.0 99.00
2005 04 16 01 00 154  6.4  7.2  0.44  3.45  3.15 999 1025.3   5.6   2.1 999.0 99.0 99.00
2005 04 16 02 00 151  7.6  8.8  0.53  3.45  3.24 999 1025.1   5.7   2.1 999.0 99.0 99.00
2005 04 16 03 00 156  9.2 10.7  0.65  3.45  3.31 999 1025.1   5.9   2.1 999.0 99.0 99.00
2005 04 16 04 00 159  8.8 10.2  0.95  4.00  3.68 999 1025.1   5.4   2.1 999.0 99.0 99.00
2005 04 16 05 00 163  8.4  9.7  0.91  4.00  3.77 999 1025.1   4.7   2.1 999.0 99.0 99.00
2005 04 16 06 00 166  9.3 11.0  1.04  4.35  3.96 999 1024.7   4.4   2.1 999.0 99.0 99.00
2005 04 16 07 00 173  9.7 11.3  1.13  4.55  4.01 999 1024.4   4.2   2.1 999.0 99.0 99.00
2005 04 16 08 00 179  8.5 10.1  1.15  4.76  4.14 999 1024.4   4.2   2.1 999.0 99.0 99.00
2005 04 16 09 00 182  7.0  8.0  1.18  4.76  4.15 999 1024.4   4.1   2.1 999.0 99.0 99.00
2005 04 16 10 00 188  6.7  7.6  1.11  4.76  4.24 999 1024.8   4.1   2.1 999.0 99.0 99.00
2005 04 16 11 00 191  6.3  7.4  1.14  5.00  4.22 999 1025.2   3.7   2.1 999.0 99.0 99.00
2005 04 16 12 00 195  6.7  7.9  1.03  4.76  4.20 999 1025.6   4.0   2.1 999.0 99.0 99.00
2005 04 16 13 00 194  4.8  5.8  0.99  4.76  4.16 999 1026.3   3.4   2.1 999.0 99.0 99.00
2005 04 16 14 00 189  5.7  6.6  0.81  4.55  4.09 999 1026.4   3.4   2.1 999.0 99.0 99.00
2005 04 16 15 00 185  3.9  4.4  0.80  4.35  4.07 999 1026.1   3.6   2.1 999.0 99.0 99.00
2005 04 16 16 00 190  3.6  4.4  0.76  4.55  4.02 999 1026.2   3.5   2.1 999.0 99.0 99.00
2005 04 16 17 00 246  2.1  2.5  0.72  4.55  3.99 999 1026.5   3.4   2.1 999.0 99.0 99.00
2005 04 16 18 00 259  1.0  1.2  0.57  4.35  3.86 999 1026.1   3.7   2.2 999.0 99.0 99.00
2005 04 16 19 00 175  2.4  2.6  0.54  4.17  3.81 999 1025.8   3.7   2.2 999.0 99.0 99.00
2005 04 16 20 00 185  2.0  2.2  0.47  4.17  3.70 999 1025.3   3.5   2.2 999.0 99.0 99.00
2005 04 16 21 00 126  2.8  3.1  0.46  4.00  3.64 999 1024.8   3.1   2.1 999.0 99.0 99.00
2005 04 16 22 00 140  2.9  3.1  0.40  3.85  3.55 999 1024.7   3.5   2.1 999.0 99.0 99.00
2005 04 16 23 00 144  2.9  3.2  0.33  3.57  3.41 999 1024.5   3.5   2.1 999.0 99.0 99.00
2005 04 17 00 00 144  3.3  3.6  0.31  3.57  3.46 999 1023.9   3.7   2.1 999.0 99.0 99.00
2005 04 17 01 00 163  5.3  6.0  0.28  3.33  3.39 999 1023.8   3.5   2.1 999.0 99.0 99.00
2005 04 17 02 00 163  4.3  4.7  0.23  3.03  3.37 999 1023.9   3.9   2.0 999.0 99.0 99.00
2005 04 17 03 00 166  3.0  3.3  0.24  2.94  3.23 999 1023.9   4.0   2.0 999.0 99.0 99.00
2005 04 17 04 00 175  4.3  4.9  0.19  2.86  3.33 999 1023.5   4.7   2.0 999.0 99.0 99.00
2005 04 17 05 00 190  3.9  4.4  0.19  2.50  3.19 999 1023.3   4.3   2.0 999.0 99.0 99.00
2005 04 17 06 00 234  3.6  4.1  0.18  2.63  3.11 999 1023.3   4.0   2.0 999.0 99.0 99.00
2005 04 17 07 00 253  1.9  2.1  0.18  4.00  3.31 999 1023.4   3.7   2.0 999.0 99.0 99.00
2005 04 17 08 00 341  1.0  1.7  0.00  0.00  0.00 999 1023.5   4.9   2.0 999.0 99.0 99.00
2005 04 17 09 00 240  0.9  1.4  0.15  4.17  3.37 999 1023.7   5.3   2.0 999.0 99.0 99.00
2005 04 17 10 00 179  1.0  1.4  0.00  0.00  0.00 999 1024.0   5.1   1.9 999.0 99.0 99.00
2005 04 17 11 00 275  3.0  3.1  0.16  2.63  3.11 999 1024.6   4.8   1.8 999.0 99.0 99.00
2005 04 17 12 00 266  2.4  3.0  0.16  2.56  3.04 999 1024.7   4.2   1.9 999.0 99.0 99.00
2005 04 17 13 00 300  3.8  4.8  0.15  2.56  3.03 999 1025.2   3.1   2.0 999.0 99.0 99.00
2005 04 17 14 00 232  1.1  1.8  0.15  2.56  3.04 999 1025.3   1.9   2.1 999.0 99.0 99.00
2005 04 17 15 00 244  2.0  2.3  0.18  2.94  3.01 999 1025.7   1.5   2.0 999.0 99.0 99.00
2005 04 17 16 00 266  0.3  0.6  0.19  2.94  2.96 999 1025.5   1.5   2.1 999.0 99.0 99.00
2005 04 17 17 00 200  1.4  1.6  0.30  4.00  3.39 999 1025.5   1.9   2.1 999.0 99.0 99.00
2005 04 17 18 00 159  0.8  1.0  0.31  3.70  3.42 999 1025.2   2.3   2.2 999.0 99.0 99.00
2005 04 17 19 00 359  1.7  2.2  0.30  3.57  3.36 999 1025.3   2.5   2.2 999.0 99.0 99.00
2005 04 17 20 00  38  1.3  1.7  0.28  3.70  3.34 999 1024.9   2.6   2.2 999.0 99.0 99.00
2005 04 17 21 00  89  0.4  0.6  0.25  3.57  3.23 999 1024.6   3.1   2.1 999.0 99.0 99.00
2005 04 17 22 00  68  2.4  2.6  0.22  3.57  3.17 999 1023.9   2.9   2.2 999.0 99.0 99.00
2005 04 17 23 00  97  2.4  2.6  0.20  3.45  3.16 999 1023.6   2.9   2.1 999.0 99.0 99.00
2005 04 18 00 00  97  3.0  3.4  0.15  3.23  3.07 999 1022.9   2.9   2.1 999.0 99.0 99.00
2005 04 18 01 00  92  0.9  1.2  0.00  0.00  0.00 999 1022.9   2.8   2.0 999.0 99.0 99.00
2005 04 18 02 00 118  1.5  1.6  0.00  0.00  0.00 999 1022.9   2.7   2.0 999.0 99.0 99.00
2005 04 18 03 00 112  2.5  2.9  0.00  0.00  0.00 999 1022.6   2.7   1.9 999.0 99.0 99.00
2005 04 18 04 00 157  3.4  3.9  0.00  0.00  0.00 999 1022.5   2.6   2.0 999.0 99.0 99.00
2005 04 18 05 00 133  2.6  2.9  0.00  0.00  0.00 999 1021.8   2.4   2.0 999.0 99.0 99.00
2005 04 18 06 00 110  3.3  3.7  0.00  0.00  0.00 999 1021.3   2.7   2.0 999.0 99.0 99.00
2005 04 18 07 00 111  4.1  4.5  0.00  0.00  0.00 999 1020.6   3.1   2.0 999.0 99.0 99.00
2005 04 18 08 00 119  4.5  5.0  0.00  0.00  0.00 999 1020.3   3.2   2.0 999.0 99.0 99.00
2005 04 18 09 00 146  4.1  4.9  0.00  0.00  0.00 999 1020.3   3.5   2.0 999.0 99.0 99.00
2005 04 18 10 00 124  4.8  5.4  0.00  0.00  0.00 999 1019.8   3.4   2.0 999.0 99.0 99.00
2005 04 18 11 00 123  4.9  5.5  0.00  0.00  0.00 999 1019.8   3.2   2.0 999.0 99.0 99.00
2005 04 18 12 00 134  5.1  5.7  0.22  2.70  2.87 999 1019.8   3.4   2.0 999.0 99.0 99.00
2005 04 18 13 00 123  4.9  5.6  0.22  2.78  2.85 999 1019.6   3.7   2.0 999.0 99.0 99.00
2005 04 18 14 00 119  3.5  3.9  0.20  2.86  2.89 999 1019.7   3.6   2.1 999.0 99.0 99.00
2005 04 18 15 00 119  5.4  6.6  0.19  2.94  2.94 999 1018.8   3.8   2.1 999.0 99.0 99.00
2005 04 18 16 00 124  5.9  6.5  0.23  3.13  2.91 999 1018.2   4.1   2.1 999.0 99.0 99.00
2005 04 18 17 00 125  5.8  6.8  0.28  3.03  2.91 999 1017.7   4.2   2.1 999.0 99.0 99.00
2005 04 18 18 00 123  5.7  6.4  0.30  3.03  2.88 999 1017.2   4.2   2.1 999.0 99.0 99.00
2005 04 18 19 00 122  5.5  6.2  0.34  2.86  2.93 999 1016.1   4.9   2.1 999.0 99.0 99.00
2005 04 18 20 00 126  7.1  7.7  0.34  3.03  2.93 999 1014.6   5.1   2.2 999.0 99.0 99.00
2005 04 18 21 00 127  6.3  7.0  0.36  2.94  2.90 999 1013.7   5.5   2.1 999.0 99.0 99.00
2005 04 18 22 00 139  5.7  6.1  0.38  3.13  2.98 999 1013.4   5.4   2.1 999.0 99.0 99.00
2005 04 18 23 00 124  6.9  8.5  0.34  3.03  3.01 999 1012.4   7.5   2.1 999.0 99.0 99.00
2005 04 19 00 00 161  8.3  9.4  0.41  3.13  2.98 999 1011.6   9.7   2.1 999.0 99.0 99.00
2005 04 19 01 00 155  7.7  8.3  0.49  2.94  3.09 999 1011.0   7.4   2.1 999.0 99.0 99.00
2005 04 19 02 00 161  6.9  7.5  0.42  3.33  3.12 999 1010.9   6.7   2.1 999.0 99.0 99.00
2005 04 19 03 00 167  7.0  7.6  0.44  3.03  3.05 999 1010.7   6.9   2.1 999.0 99.0 99.00
2005 04 19 04 00 174  7.2  8.0  0.43  2.94  3.02 999 1010.2   6.5   2.1 999.0 99.0 99.00
2005 04 19 05 00 186  7.9  8.8  0.58  3.23  3.16 999 1009.6   6.2   2.1 999.0 99.0 99.00
2005 04 19 06 00 190  8.4  9.3  0.78  3.85  3.54 999 1009.0   6.7   2.1 999.0 99.0 99.00
2005 04 19 07 00 201  7.9  8.7  0.76  4.17  3.60 999 1008.9   6.5   2.1 999.0 99.0 99.00
2005 04 19 08 00 206  6.2  6.8  0.73  4.00  3.60 999 1009.3   6.0   2.1 999.0 99.0 99.00
2005 04 19 09 00 272  5.8  7.5  0.60  4.17  3.56 999 1010.1   5.5   2.1 999.0 99.0 99.00
2005 04 19 10 00 215  5.0  5.5  0.54  4.00  3.61 999 1009.8   5.2   2.1 999.0 99.0 99.00
2005 04 19 11 00 227  4.5  5.3  0.50  4.00  3.59 999 1010.1   5.5   2.1 999.0 99.0 99.00
2005 04 19 12 00 258  1.7  1.9  0.49  3.85  3.66 999 1010.3   6.1   2.2 999.0 99.0 99.00
2005 04 19 13 00 164  3.0  4.5  0.49  4.00  3.66 999 1010.2   5.2   2.2 999.0 99.0 99.00
2005 04 19 14 00 172  5.4  6.3  0.42  4.00  3.56 999 1009.7   4.5   2.2 999.0 99.0 99.00
2005 04 19 15 00 200  2.5  3.3  0.40  3.70  3.51 999 1010.1   4.8   2.2 999.0 99.0 99.00
2005 04 19 16 00 236  2.5  2.8  0.33  3.70  3.44 999 1010.4   5.0   2.2 999.0 99.0 99.00
2005 04 19 17 00 254  4.2  5.9  0.31  3.57  3.38 999 1010.6   4.7   2.3 999.0 99.0 99.00
2005 04 19 18 00 307  2.3  2.7  0.27  3.57  3.31 999 1010.2   4.8   2.2 999.0 99.0 99.00
2005 04 19 19 00 242  2.1  2.6  0.25  3.33  3.30 999 1009.9   5.1   2.3 999.0 99.0 99.00
2005 04 19 20 00 308  1.2  1.4  0.23  3.33  3.18 999 1010.5   4.5   2.2 999.0 99.0 99.00
2005 04 19 21 00 340  2.8  3.1  0.20  2.94  3.16 999 1009.9   5.7   2.3 999.0 99.0 99.00
2005 04 19 22 00 341  3.4  3.8  0.21  3.13  3.13 999 1010.2   4.3   2.3 999.0 99.0 99.00
2005 04 19 23 00 350  5.4  6.4  0.17  2.94  3.11 999 1010.3   4.6   2.3 999.0 99.0 99.00
2005 04 20 00 00 357  6.3  7.1  0.15  2.94  3.18 999 1010.2   4.7   2.2 999.0 99.0 99.00
2005 04 20 01 00  10  6.1  6.9  0.23  2.50  2.91 999 1011.4   5.6   2.2 999.0 99.0 99.00
2005 04 20 02 00  48  5.9  6.5  0.36  2.86  2.98 999 1012.5   4.3   2.2 999.0 99.0 99.00
2005 04 20 03 00  37  3.7  4.5  0.47  3.45  3.38 999 1013.0   3.5   2.2 999.0 99.0 99.00
2005 04 20 04 00  37  7.4  8.2  0.57  4.00  3.67 999 1013.2   4.4   2.2 999.0 99.0 99.00
2005 04 20 05 00  41  7.6  8.8  0.67  4.76  3.72 999 1014.0   4.6   2.2 999.0 99.0 99.00
2005 04 20 06 00  49  8.8  9.9  0.68  4.55  3.62 999 1014.3   5.2   2.2 999.0 99.0 99.00
2005 04 20 07 00  36  6.0  6.8  0.69  3.13  3.46 999 1014.7   4.3   2.2 999.0 99.0 99.00
2005 04 20 08 00  21  6.7  7.5  0.95  4.35  3.97 999 1014.7   4.3   2.2 999.0 99.0 99.00
2005 04 20 09 00  22  7.7  9.1  0.95  5.00  4.11 999 1015.2   3.9   2.2 999.0 99.0 99.00
2005 04 20 10 00  25  8.1  9.6  1.04  5.00  4.00 999 1015.7   3.4   2.2 999.0 99.0 99.00
2005 04 20 11 00  25 10.1 12.1  1.17  4.55  3.99 999 1016.4   3.2   2.2 999.0 99.0 99.00
2005 04 20 12 00  26  8.7 10.3  1.25  5.26  4.24 999 1017.9   2.9   2.2 999.0 99.0 99.00
2005 04 20 13 00  23  9.1 11.3  1.23  4.55  4.29 999 1018.6   2.5   2.2 999.0 99.0 99.00
2005 04 20 14 00  13  8.3  9.7  1.29  5.26  4.38 999 1019.2   2.4   2.2 999.0 99.0 99.00
2005 04 20 15 00   4  8.7 10.1  1.28  5.00  4.30 999 1019.7   2.3   2.3 999.0 99.0 99.00
2005 04 20 16 00 360  7.3  8.3  1.20  5.26  4.26 999 1020.5   2.3   2.3 999.0 99.0 99.00
2005 04 20 17 00   6  8.2  9.7  1.18  5.00  4.33 999 1020.5   2.2   2.3 999.0 99.0 99.00
2005 04 20 18 00   2  8.6 10.5  1.25  5.26  4.37 999 1020.5   2.2   2.3 999.0 99.0 99.00
2005 04 20 19 00 351  9.8 11.1  1.20  5.56  4.28 999 1020.6   1.9   2.3 999.0 99.0 99.00
2005 04 20 20 00 341  8.5  9.8 99.00 99.00 99.00 999 1020.8   1.9   2.3 999.0 99.0 99.00
2005 04 20 21 00 335  7.8  9.3  1.29  5.56  4.42 999 1021.0   2.3   2.3 999.0 99.0 99.00
2005 04 20 22 00 323  6.7  7.7  1.12  5.26  4.27 999 1021.2   2.4   2.3 999.0 99.0 99.00
2005 04 20 23 00 322  7.1  8.5  0.94  5.00  4.13 999 1021.1   2.4   2.3 999.0 99.0 99.00
2005 04 21 00 00 316  6.8  8.2  0.85  4.76  3.89 999 1021.2   2.4   2.3 999.0 99.0 99.00
2005 04 21 01 00 318  6.8  7.8  0.80  4.55  3.77 999 1021.5   2.4   2.3 999.0 99.0 99.00
2005 04 21 02 00 325  5.8  6.8  0.71  4.35  3.70 999 1022.0   2.6   2.2 999.0 99.0 99.00
2005 04 21 03 00 335  5.7  6.5  0.65  4.17  3.63 999 1022.4   2.7   2.2 999.0 99.0 99.00
2005 04 21 04 00 345  5.1  6.0  0.67  4.17  3.74 999 1022.4   2.8   2.3 999.0 99.0 99.00
2005 04 21 05 00 345  5.0  5.6  0.55  4.00  3.56 999 1022.9   2.8   2.2 999.0 99.0 99.00
2005 04 21 06 00 350  3.7  4.2  0.50  3.85  3.53 999 1023.0   2.7   2.2 999.0 99.0 99.00
2005 04 21 07 00 359  2.9  3.3  0.44  3.57  3.45 999 1023.2   2.6   2.2 999.0 99.0 99.00
2005 04 21 08 00  21  1.7  1.9  0.39  3.57  3.38 999 1023.3   2.5   2.2 999.0 99.0 99.00
2005 04 21 09 00  23  1.9  2.2  0.36  3.45  3.29 999 1023.5   2.4   2.2 999.0 99.0 99.00
2005 04 21 10 00  51  1.6  1.8  0.32  3.23  3.28 999 1023.2   2.3   2.2 999.0 99.0 99.00
2005 04 21 11 00  72  1.8  2.0  0.27  3.23  3.18 999 1023.1   2.3   2.1 999.0 99.0 99.00
2005 04 21 12 00 101  2.4  2.7  0.24  3.03  3.15 999 1023.1   2.8   2.1 999.0 99.0 99.00
2005 04 21 13 00 123  3.2  3.8  0.21  3.03  3.22 999 1023.3   2.8   2.2 999.0 99.0 99.00
2005 04 21 14 00 151  3.0  3.6  0.17  2.78  3.21 999 1023.4   2.8   2.3 999.0 99.0 99.00
2005 04 21 15 00 138  2.2  2.7  0.18  3.33  3.20 999 1022.9   2.8   2.4 999.0 99.0 99.00
2005 04 21 16 00 164  2.1  2.5  0.18  2.86  3.12 999 1022.9   2.9   2.4 999.0 99.0 99.00
2005 04 21 17 00 185  2.3  2.9  0.16  3.13  3.13 999 1022.5   2.8   2.4 999.0 99.0 99.00
2005 04 21 18 00 174  1.9  2.4  0.00  0.00  0.00 999 1021.6   2.8   2.4 999.0 99.0 99.00
2005 04 21 19 00 161  1.5  1.9  0.16  3.85  3.14 999 1020.8   2.8   2.4 999.0 99.0 99.00
2005 04 21 20 00 135  2.2  2.5  0.00  0.00  0.00 999 1019.8   2.7   2.4 999.0 99.0 99.00
2005 04 21 21 00 103  2.6  2.9  0.00  0.00  0.00 999 1018.6   2.7   2.4 999.0 99.0 99.00
2005 04 21 22 00 113  3.0  3.4  0.00  0.00  0.00 999 1017.8   2.8   2.4 999.0 99.0 99.00
2005 04 21 23 00 125  3.5  4.1  0.00  0.00  0.00 999 1017.1   2.9   2.3 999.0 99.0 99.00
2005 04 22 00 00 129  3.6  3.9  0.00  0.00  0.00 999 1016.6   3.0   2.3 999.0 99.0 99.00
2005 04 22 01 00 139  3.4  4.1  0.00  0.00  0.00 999 1016.3   2.8   2.3 999.0 99.0 99.00
2005 04 22 02 00 158  5.0  5.7  0.00  0.00  0.00 999 1015.6   3.0   2.3 999.0 99.0 99.00
2005 04 22 03 00 139  3.2  3.7  0.00  0.00  0.00 999 1014.7   3.1   2.3 999.0 99.0 99.00
2005 04 22 04 00 135  3.6  3.9  0.00  0.00  0.00 999 1014.4   3.3   2.3 999.0 99.0 99.00
2005 04 22 05 00 116  4.1  4.6  0.00  0.00  0.00 999 1013.8   3.3   2.2 999.0 99.0 99.00
2005 04 22 06 00  90  3.7  4.8  0.00  0.00  0.00 999 1013.6   3.2   2.2 999.0 99.0 99.00
2005 04 22 07 00  99  3.7  4.2  0.00  0.00  0.00 999 1013.2   2.9   2.2 999.0 99.0 99.00
2005 04 22 08 00 125  5.2  5.9  0.00  0.00  0.00 999 1012.0   2.8   2.2 999.0 99.0 99.00
2005 04 22 09 00 174  1.1  2.5  0.00  0.00  0.00 999 1012.0   3.2   2.2 999.0 99.0 99.00
2005 04 22 10 00  36  0.8  1.9  0.00  0.00  0.00 999 1012.4   3.1   2.2 999.0 99.0 99.00
2005 04 22 11 00  35  4.0  6.1  0.00  0.00  0.00 999 1012.5   2.7   2.2 999.0 99.0 99.00
2005 04 22 12 00  40  6.8  8.2  0.16  2.56  2.78 999 1012.9   2.6   2.3 999.0 99.0 99.00
2005 04 22 13 00  13  9.5 12.0  0.27  2.86  2.78 999 1013.2   3.2   2.3 999.0 99.0 99.00
2005 04 22 14 00  16 10.8 12.8  0.80  3.57  3.41 999 1013.6   2.7   2.3 999.0 99.0 99.00
2005 04 22 15 00  15 12.5 14.9  1.35  4.55  4.05 999 1013.6   2.2   2.3 999.0 99.0 99.00
2005 04 22 16 00  14 12.3 14.0  1.73  5.26  4.58 999 1014.3   1.9   2.3 999.0 99.0 99.00
2005 04 22 17 00  10 13.4 16.2  1.95  5.88  4.97 999 1014.7   1.3   2.3 999.0 99.0 99.00
2005 04 22 18 00   8 12.0 14.7  2.40  6.67  5.42 999 1015.2   1.4   2.3 999.0 99.0 99.00
2005 04 22 19 00  10 12.4 14.3  2.25  6.67  5.39 999 1015.6   1.2   2.3 999.0 99.0 99.00
2005 04 22 20 00  15 11.5 13.7  2.09  6.67  5.23 999 1015.9   1.4   2.3 999.0 99.0 99.00
2005 04 22 21 00  14 12.3 14.5  2.01  6.25  5.13 999 1016.0   1.0   2.3 999.0 99.0 99.00
2005 04 22 22 00  24 12.4 14.2  2.06  6.67  5.09 999 1016.3   1.1   2.3 999.0 99.0 99.00
2005 04 22 23 00  30 11.9 15.3  2.05  6.67  5.07 999 1016.8   1.4   2.3 999.0 99.0 99.00
2005 04 23 00 00  28 11.4 13.4  1.93  6.25  4.93 999 1017.0   1.7   2.2 999.0 99.0 99.00
2005 04 23 01 00  29 11.1 13.7  2.04  6.25  5.09 999 1017.5   2.0   2.2 999.0 99.0 99.00
2005 04 23 02 00  33 12.5 14.8  1.92  6.25  4.84 999 1018.1   2.0   2.2 999.0 99.0 99.00
2005 04 23 03 00  31 13.2 16.9  2.16  5.88  5.09 999 1018.2   1.6   2.2 999.0 99.0 99.00
