YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 04 23 19  20  9.9 12.5  1.28  5.00  4.30 999  999.0   2.0   1.2 999.0 99.0 99.00
2001 04 23 20  15  8.8 11.1  1.29  5.88  4.36 999  999.6   1.7   1.2 999.0 99.0 99.00
2001 04 23 21  13  7.2  8.8  1.26  4.76  4.20 999 1000.0   1.6   1.2 999.0 99.0 99.00
2001 04 23 22   8  5.7  6.9  1.23  5.26  4.39 999 1001.2   1.3   1.2 999.0 99.0 99.00
2001 04 23 23 295  5.0  6.1  1.12  5.56  4.52 999 1004.2   0.8   1.1 999.0 99.0 99.00
2001 04 24 00 294  5.4  6.3  0.95  5.00  4.47 999 1005.5   0.3   1.1 999.0 99.0 99.00
2001 04 24 01 315  9.4 10.7  0.96  5.00  4.09 999 1006.2   0.4   1.1 999.0 99.0 99.00
2001 04 24 02 318  7.8  9.1  1.01  5.56  4.07 999 1008.3   0.7   1.1 999.0 99.0 99.00
2001 04 24 03 332  8.0  9.0  1.02  5.56  4.05 999 1009.2   2.4   1.1 999.0 99.0 99.00
2001 04 24 04 320  8.1  9.4  1.00  5.26  3.91 999 1010.6   2.8   1.1 999.0 99.0 99.00
2001 04 24 05 313  7.0  8.1  1.03  4.17  3.95 999 1011.7   2.5   1.1 999.0 99.0 99.00
2001 04 24 06 292  5.9  6.6  0.96  4.00  4.01 999 1013.0   2.2   1.1 999.0 99.0 99.00
2001 04 24 07 250  3.8  4.3  0.81  4.17  3.97 999 1013.8   1.9   1.0 999.0 99.0 99.00
2001 04 24 08 255  5.2  6.3  0.70  4.55  3.98 999 1014.2   1.7   1.0 999.0 99.0 99.00
2001 04 24 09 268  5.8  6.7  0.56  4.55  3.72 999 1014.8   1.9   1.0 999.0 99.0 99.00
2001 04 24 10 279  6.0  6.9  0.60  3.33  3.62 999 1015.4   2.0   1.0 999.0 99.0 99.00
2001 04 24 11 287  5.9  6.5  0.60  3.23  3.60 999 1016.5   2.1   1.0 999.0 99.0 99.00
2001 04 24 12 296  5.4  6.5  0.55  5.88  3.72 999 1017.5   2.2   1.0 999.0 99.0 99.00
2001 04 24 13 302  5.5  6.3  0.55  5.88  3.71 999 1018.5   2.2   1.0 999.0 99.0 99.00
2001 04 24 14 252  5.3  6.2  0.54  6.25  3.93 999 1019.5   2.0   1.1 999.0 99.0 99.00
2001 04 24 15 260  4.8  5.7  0.55  3.33  3.81 999 1020.1   2.3   1.1 999.0 99.0 99.00
2001 04 24 16 261  6.0  6.9  0.59  5.56  3.81 999 1020.6   2.2   1.1 999.0 99.0 99.00
2001 04 24 17 231  5.7  7.5  0.61  3.70  3.59 999 1021.5   2.1   1.1 999.0 99.0 99.00
2001 04 24 18 216  4.7  5.5  0.57  3.70  3.57 999 1021.4   2.3   1.2 999.0 99.0 99.00
2001 04 24 19 222  4.3  4.8  0.53  3.70  3.46 999 1021.4   2.6   1.2 999.0 99.0 99.00
2001 04 24 20 214  3.8  4.2  0.46  3.57  3.43 999 1021.1   2.9   1.2 999.0 99.0 99.00
2001 04 24 21 232  3.7  4.2  0.44  3.85  3.44 999 1020.9   3.4   1.2 999.0 99.0 99.00
2001 04 24 22 212  4.5  5.2  0.39  3.85  3.55 999 1020.7   4.3   1.3 999.0 99.0 99.00
2001 04 24 23 199  3.0  3.5  0.35  3.85  3.49 999 1020.7   3.9   1.3 999.0 99.0 99.00
2001 04 25 00 186  3.7  4.1  0.26  3.70  3.36 999 1020.3   4.3   1.3 999.0 99.0 99.00
2001 04 25 01 195  4.7  5.8  0.25  3.45  3.28 999 1020.3   3.8   1.3 999.0 99.0 99.00
2001 04 25 02 169  3.3  3.4  0.20  3.45  3.26 999 1020.5   3.7   1.3 999.0 99.0 99.00
2001 04 25 03 143  2.0  2.2  0.16  3.45  3.26 999 1020.8   3.9   1.2 999.0 99.0 99.00
2001 04 25 04 146  3.1  3.3  0.00  0.00  0.00 999 1021.0   4.0   1.2 999.0 99.0 99.00
2001 04 25 05 152  3.3  3.5  0.00  0.00  0.00 999 1021.0   4.1   1.2 999.0 99.0 99.00
2001 04 25 06 152  2.3  2.5  0.18  3.85  3.44 999 1021.0   3.9   1.1 999.0 99.0 99.00
2001 04 25 07 150  3.2  3.5  0.00  0.00  0.00 999 1020.6   4.2   1.1 999.0 99.0 99.00
2001 04 25 08 178  2.5  2.9  0.00  0.00  0.00 999 1020.4   3.2   1.1 999.0 99.0 99.00
2001 04 25 09 266  1.8  2.8  0.00  0.00  0.00 999 1020.5   2.6   0.9 999.0 99.0 99.00
2001 04 25 10 263  1.8  2.2  0.00  0.00  0.00 999 1020.4   3.2   0.6 999.0 99.0 99.00
2001 04 25 11 240  2.0  2.1  0.00  0.00  0.00 999 1020.5   3.0   0.5 999.0 99.0 99.00
2001 04 25 12 204  3.0  3.2  0.00  0.00  0.00 999 1020.9   2.2   0.8 999.0 99.0 99.00
2001 04 25 13 239  3.5  3.8  0.00  0.00  0.00 999 1021.3   2.2   1.0 999.0 99.0 99.00
2001 04 25 14 230  5.1  5.8  0.00  0.00  0.00 999 1021.2   2.6   1.2 999.0 99.0 99.00
2001 04 25 15 220  4.0  4.6  0.00  0.00  0.00 999 1020.9   3.0   1.3 999.0 99.0 99.00
2001 04 25 16 220  3.4  3.6  0.00  0.00  0.00 999 1020.8   2.8   1.3 999.0 99.0 99.00
2001 04 25 17 200  3.8  4.2  0.00  0.00  0.00 999 1020.5   2.9   1.4 999.0 99.0 99.00
2001 04 25 18 196  3.8  4.2  0.00  0.00  0.00 999 1019.8   4.1   1.3 999.0 99.0 99.00
2001 04 25 19 175  3.4  3.6  0.00  0.00  0.00 999 1018.9   4.4   1.3 999.0 99.0 99.00
2001 04 25 20 172  4.0  4.2  0.00  0.00  0.00 999 1017.9   5.8   1.3 999.0 99.0 99.00
