#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 05 07 17 50  35  2.4  5.4  0.01 99.00  6.09 999 1012.6   7.3   8.9 999.0 99.0 99.00
2011 05 07 18 50  47  3.0  5.8 99.00 99.00 99.00 999 1012.6   7.6   9.3 999.0 99.0 99.00
2011 05 07 19 50  43  2.7  5.9 99.00 99.00 99.00 999 1012.3   7.8   9.2 999.0 99.0 99.00
2011 05 07 20 50  49  3.7  6.8 99.00 99.00 99.00 999 1012.2   7.1   9.3 999.0 99.0 99.00
2011 05 07 21 50  44  2.8  5.6  0.01 99.00  5.98 999 1012.3   7.4   9.2 999.0 99.0 99.00
2011 05 07 22 50  42  1.8  3.4 99.00 99.00 99.00 999 1012.6   7.4   9.3 999.0 99.0 99.00
2011 05 07 23 50  44  2.3  5.3  0.01 99.00  5.62 999 1012.9   7.0   9.0 999.0 99.0 99.00
2011 05 08 00 50  37  2.4  4.6 99.00 99.00 99.00 999 1013.7   6.5   8.8 999.0 99.0 99.00
2011 05 08 01 50  37  3.1  6.4 99.00 99.00 99.00 999 1014.1   6.3   8.4 999.0 99.0 99.00
2011 05 08 02 50  79  2.6  4.7  0.01 99.00  6.66 999 1014.8   5.0   7.9 999.0 99.0 99.00
2011 05 08 03 50  64  1.3  3.2 99.00 99.00 99.00 999 1015.0   4.8   7.4 999.0 99.0 99.00
2011 05 08 04 50  59  1.3  2.7  0.01 99.00  5.50 999 1015.1   4.7   7.0 999.0 99.0 99.00
2011 05 08 05 50  39  2.0  3.9 99.00 99.00 99.00 999 1015.1   4.5   6.7 999.0 99.0 99.00
2011 05 08 06 50  74  1.7  3.0  0.01 99.00  5.17 999 1014.9   4.2   6.5 999.0 99.0 99.00
2011 05 08 07 50  28  1.0  2.4 99.00 99.00 99.00 999 1015.1   4.3   6.3 999.0 99.0 99.00
2011 05 08 08 50  29  1.2  2.2  0.01 99.00  6.08 999 1015.1   4.1   6.1 999.0 99.0 99.00
2011 05 08 09 50  19  1.2  2.3 99.00 99.00 99.00 999 1015.3   4.2   5.9 999.0 99.0 99.00
2011 05 08 10 50  24  1.2  2.6  0.01 99.00  5.55 999 1015.7   4.5   5.9 999.0 99.0 99.00
2011 05 08 11 50  38  1.2  2.9  0.01 99.00  6.39 999 1016.1   4.9   5.9 999.0 99.0 99.00
2011 05 08 12 50  26  1.4  2.8  0.01 99.00  5.61 999 1016.3   4.9   5.9 999.0 99.0 99.00
2011 05 08 13 50  27  2.1  4.0 99.00 99.00 99.00 999 1016.3   5.5   6.3 999.0 99.0 99.00
2011 05 08 14 50  32  2.0  3.3 99.00 99.00 99.00 999 1016.6   5.7   6.6 999.0 99.0 99.00
2011 05 08 15 50  46  2.3  4.4 99.00 99.00 99.00 999 1016.4   5.8   7.1 999.0 99.0 99.00
2011 05 08 16 50  48  2.2  4.2  0.01 99.00  5.77 999 1015.7   5.5   7.4 999.0 99.0 99.00
2011 05 08 17 50  53  1.5  2.7  0.01 99.00  6.94 999 1015.5   6.1   7.6 999.0 99.0 99.00
2011 05 08 18 50  52  2.0  3.4 99.00 99.00 99.00 999 1015.5   6.1   7.9 999.0 99.0 99.00
2011 05 08 19 50  37  1.9  3.4  0.01 99.00  5.42 999 1015.5   6.6   8.2 999.0 99.0 99.00
2011 05 08 20 50  21  1.9  3.0 99.00 99.00 99.00 999 1014.9   6.2   8.5 999.0 99.0 99.00
2011 05 08 21 50  27  1.9  3.7  0.01 99.00  6.01 999 1014.6   6.5   8.6 999.0 99.0 99.00
2011 05 08 22 50  23  1.8  3.5 99.00 99.00 99.00 999 1014.1   6.3   8.5 999.0 99.0 99.00
2011 05 08 23 50  31  1.5  2.5  0.01 99.00  5.42 999 1013.6   5.7   8.2 999.0 99.0 99.00
2011 05 09 00 50  35  1.4  3.5 99.00 99.00 99.00 999 1013.5   5.6   8.0 999.0 99.0 99.00
2011 05 09 01 50 132  0.5  1.9 99.00 99.00 99.00 999 1014.4   6.0   7.8 999.0 99.0 99.00
2011 05 09 02 50  20  2.3  4.3 99.00 99.00 99.00 999 1015.3   7.4   7.8 999.0 99.0 99.00
2011 05 09 03 50  44  2.0  4.2  0.01 99.00  6.72 999 1014.7   6.5   7.7 999.0 99.0 99.00
2011 05 09 04 50  55  1.3  2.6 99.00 99.00 99.00 999 1015.2   6.0   7.5 999.0 99.0 99.00
2011 05 09 05 50  31  2.5  5.4 99.00 99.00 99.00 999 1014.9   5.6   7.1 999.0 99.0 99.00
2011 05 09 06 50  38  3.2  5.0 99.00 99.00 99.00 999 1014.5   5.3   6.8 999.0 99.0 99.00
2011 05 09 07 50  70  1.6  3.3  0.01 99.00  5.26 999 1013.9   5.0   6.6 999.0 99.0 99.00
2011 05 09 08 50  40  1.0  2.6 99.00 99.00 99.00 999 1013.1   5.2   6.5 999.0 99.0 99.00
2011 05 09 09 50  34  2.7  4.9 99.00 99.00 99.00 999 1012.7   5.7   6.5 999.0 99.0 99.00
2011 05 09 10 50  36  4.3  6.3 99.00 99.00 99.00 999 1012.8   6.4   6.7 999.0 99.0 99.00
2011 05 09 11 50  38  5.1  7.0 99.00 99.00 99.00 999 1013.0   7.7   7.1 999.0 99.0 99.00
2011 05 09 12 50  36  3.5  5.2 99.00 99.00 99.00 999 1013.8   6.7   7.1 999.0 99.0 99.00
2011 05 09 13 50  75  0.8  2.7 99.00 99.00 99.00 999 1013.2   6.2   7.1 999.0 99.0 99.00
2011 05 09 14 50  36  4.5  7.2  0.01 99.00  5.30 999 1010.2   5.2   6.7 999.0 99.0 99.00
2011 05 09 15 50   9  2.8  6.2 99.00 99.00 99.00 999 1007.0   6.4   6.8 999.0 99.0 99.00
2011 05 09 20 50  49  0.7  3.0 99.00 99.00 99.00 999 1009.3   6.0   7.8 999.0 99.0 99.00
2011 05 09 21 50 352  1.6  4.6 99.00 99.00 99.00 999 1009.0   6.9   7.8 999.0 99.0 99.00
2011 05 11 13 50 341  0.7  1.7 99.00 99.00 99.00 999 1011.1   5.1   7.4 999.0 99.0 99.00
2011 05 11 19 50  96  3.1 99.0 99.00 99.00 99.00 999 1010.8   5.0   7.6 999.0 99.0 99.00
2011 05 11 20 50 107  2.6  5.4 99.00 99.00 99.00 999 1010.2   4.4   6.4 999.0 99.0 99.00
2011 05 11 22 50 268  2.2  8.5 99.00 99.00 99.00 999 1009.0   4.8   6.9 999.0 99.0 99.00
2011 05 11 23 50 321  2.7  3.5  0.44  5.88  4.09 999 1010.1   3.5   2.5 999.0 99.0 99.00
2011 05 12 00 50  80  2.9  3.7  0.49  5.26  4.29 999 1010.9   3.8   2.5 999.0 99.0 99.00
2011 05 12 01 50 147  1.7  2.9  0.47  5.88  4.15 999 1011.5   3.7   2.5 999.0 99.0 99.00
2011 05 12 02 50 121  3.3  4.3  0.44  6.25  4.12 999 1010.7   4.2   2.5 999.0 99.0 99.00
2011 05 12 03 50 311  1.5  4.6  0.39  5.88  4.05 999 1010.9   5.9   2.4 999.0 99.0 99.00
2011 05 12 04 50  52  2.3  3.1  0.36  5.88  4.11 999 1009.6   4.9   2.5 999.0 99.0 99.00
2011 05 12 05 50 348  3.1  4.3  0.32  6.25  4.19 999 1010.7   4.1   2.4 999.0 99.0 99.00
2011 05 12 06 50   1  2.9  3.2  0.29  5.88  3.92 999 1010.2   3.3   2.4 999.0 99.0 99.00
