#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2009 12 31 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.0 999.0 999.0 99.0 99.00
2010 01 01 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.5 999.0 999.0 99.0 99.00
2010 01 01 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.0 999.0 999.0 99.0 99.00
2010 01 01 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.1 999.0 999.0 99.0 99.00
2010 01 01 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.9 999.0 999.0 99.0 99.00
2010 01 01 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.1 999.0 999.0 99.0 99.00
2010 01 01 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.4 999.0 999.0 99.0 99.00
2010 01 01 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.0 999.0 999.0 99.0 99.00
2010 01 01 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -19.2 999.0 999.0 99.0 99.00
2010 01 02 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -21.0 999.0 999.0 99.0 99.00
2010 01 02 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -22.5 999.0 999.0 99.0 99.00
2010 01 02 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -23.2 999.0 999.0 99.0 99.00
2010 01 02 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -24.7 999.0 999.0 99.0 99.00
2010 01 02 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -24.8 999.0 999.0 99.0 99.00
2010 01 02 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -17.9 999.0 999.0 99.0 99.00
2010 01 02 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.2 999.0 999.0 99.0 99.00
2010 01 02 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.6 999.0 999.0 99.0 99.00
2010 01 03 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -18.1 999.0 999.0 99.0 99.00
2010 01 03 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.6 999.0 999.0 99.0 99.00
2010 01 03 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.5 999.0 999.0 99.0 99.00
2010 01 03 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.8 999.0 999.0 99.0 99.00
2010 01 03 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -17.9 999.0 999.0 99.0 99.00
2010 01 03 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.5 999.0 999.0 99.0 99.00
2010 01 03 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -10.7 999.0 999.0 99.0 99.00
2010 01 03 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.9 999.0 999.0 99.0 99.00
2010 01 04 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.3 999.0 999.0 99.0 99.00
2010 01 04 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -17.0 999.0 999.0 99.0 99.00
2010 01 04 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -17.3 999.0 999.0 99.0 99.00
2010 01 04 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.2 999.0 999.0 99.0 99.00
2010 01 04 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -17.1 999.0 999.0 99.0 99.00
2010 01 04 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.6 999.0 999.0 99.0 99.00
2010 01 04 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.9 999.0 999.0 99.0 99.00
2010 01 05 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -14.2 999.0 999.0 99.0 99.00
2010 01 05 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.2 999.0 999.0 99.0 99.00
2010 01 05 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.2 999.0 999.0 99.0 99.00
2010 01 05 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.1 999.0 999.0 99.0 99.00
2010 01 05 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -14.8 999.0 999.0 99.0 99.00
2010 01 05 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -8.9 999.0 999.0 99.0 99.00
2010 01 05 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -6.1 999.0 999.0 99.0 99.00
2010 01 05 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -8.9 999.0 999.0 99.0 99.00
2010 01 06 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.6 999.0 999.0 99.0 99.00
2010 01 06 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.5 999.0 999.0 99.0 99.00
2010 01 06 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.9 999.0 999.0 99.0 99.00
2010 01 06 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.0 999.0 999.0 99.0 99.00
2010 01 06 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.1 999.0 999.0 99.0 99.00
2010 01 06 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.0 999.0 999.0 99.0 99.00
2010 01 06 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -4.4 999.0 999.0 99.0 99.00
2010 01 06 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -7.2 999.0 999.0 99.0 99.00
2010 01 07 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.4 999.0 999.0 99.0 99.00
2010 01 07 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.9 999.0 999.0 99.0 99.00
2010 01 07 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -14.3 999.0 999.0 99.0 99.00
2010 01 07 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.4 999.0 999.0 99.0 99.00
2010 01 07 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.3 999.0 999.0 99.0 99.00
2010 01 07 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.3 999.0 999.0 99.0 99.00
2010 01 07 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.4 999.0 999.0 99.0 99.00
2010 01 07 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.1 999.0 999.0 99.0 99.00
2010 01 08 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.1 999.0 999.0 99.0 99.00
2010 01 08 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -14.4 999.0 999.0 99.0 99.00
2010 01 08 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -15.7 999.0 999.0 99.0 99.00
2010 01 08 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.5 999.0 999.0 99.0 99.00
2010 01 08 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -16.1 999.0 999.0 99.0 99.00
2010 01 08 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.2 999.0 999.0 99.0 99.00
2010 01 08 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -8.4 999.0 999.0 99.0 99.00
2010 01 08 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -10.3 999.0 999.0 99.0 99.00
2010 01 09 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.7 999.0 999.0 99.0 99.00
2010 01 09 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.7 999.0 999.0 99.0 99.00
2010 01 09 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -17.3 999.0 999.0 99.0 99.00
2010 01 09 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -19.7 999.0 999.0 99.0 99.00
2010 01 09 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -19.1 999.0 999.0 99.0 99.00
2010 01 09 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.4 999.0 999.0 99.0 99.00
2010 01 09 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -8.2 999.0 999.0 99.0 99.00
2010 01 09 23 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0  -9.9 999.0 999.0 99.0 99.00
2010 01 10 02 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -12.6 999.0 999.0 99.0 99.00
2010 01 10 05 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -14.0 999.0 999.0 99.0 99.00
2010 01 10 08 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.5 999.0 999.0 99.0 99.00
2010 01 10 11 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.4 999.0 999.0 99.0 99.00
2010 01 10 14 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -13.6 999.0 999.0 99.0 99.00
2010 01 10 17 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -11.7 999.0 999.0 99.0 99.00
2010 01 10 20 50 180  0.0  0.0 99.00 99.00 99.00 999 9999.0 -10.2 999.0 999.0 99.0 99.00
