#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 05 20 11 50 323  6.5  7.9  0.56  2.94  3.29 325 1002.8   3.5   2.1 999.0 99.0 99.00
2008 05 20 12 50 324  6.8  8.2  0.59  3.33  3.35 321 1002.9   3.2   2.1 999.0 99.0 99.00
2008 05 20 13 50 331  8.9 10.7  0.69  3.33  3.38 326 1003.0   3.2   2.1 999.0 99.0 99.00
2008 05 20 14 50 326  8.6 10.1  0.90  4.17  3.68 310 1003.5   3.1   2.1 999.0 99.0 99.00
2008 05 20 15 50 322  8.7 10.2  1.02  4.35  3.89 316 1003.6   3.2   2.1 999.0 99.0 99.00
2008 05 20 16 50 352  7.3  9.2  1.16  4.55  4.07 325 1004.3   2.4   2.1 999.0 99.0 99.00
2008 05 20 17 50 347  8.2 10.4  1.12  4.76  4.12 339 1004.3   2.5   2.1 999.0 99.0 99.00
2008 05 20 18 50 328  6.2  8.8  1.01  5.00  4.20 337 1004.6   2.6   2.1 999.0 99.0 99.00
2008 05 20 19 50 340  6.8  8.2  1.15  5.00  4.26 353 1004.6   2.8   2.1 999.0 99.0 99.00
2008 05 20 20 50 342  4.3  5.2  0.95  5.26  4.17 349 1004.7   2.8   2.1 999.0 99.0 99.00
2008 05 20 21 50 343  6.5  7.6  0.95  5.00  4.20 354 1004.7   3.2   2.1 999.0 99.0 99.00
2008 05 20 22 50 339  5.3  7.0  0.98  5.00  4.13 354 1005.1   3.4   2.1 999.0 99.0 99.00
2008 05 20 23 50 337  5.3  6.3  0.89  5.26  4.10 358 1005.2   3.5   2.1 999.0 99.0 99.00
2008 05 21 00 50 354  7.4  9.4  0.89  4.76  4.10 349 1005.3   3.8   2.1 999.0 99.0 99.00
2008 05 21 01 50 340  7.0  8.9  0.90  5.00  3.92 347 1005.4   3.9   2.1 999.0 99.0 99.00
2008 05 21 02 50 346  9.2 10.9  0.90  4.55  3.92 343 1005.4   3.9   2.1 999.0 99.0 99.00
2008 05 21 03 50 338  8.4  9.9  1.00  4.76  4.07 352 1005.3   3.9   2.1 999.0 99.0 99.00
2008 05 21 04 50 335  6.9  8.3  0.98  4.76  3.99 345 1005.2   3.6   2.1 999.0 99.0 99.00
2008 05 21 05 50 345  9.1 10.8  0.92  4.55  3.83 348 1004.5   3.9   2.1 999.0 99.0 99.00
2008 05 21 06 50 341  8.5  9.8  0.98  4.55  3.86 349 1004.4   3.6   2.1 999.0 99.0 99.00
2008 05 21 07 50 329  7.7  9.1  1.09  4.76  3.97 347 1004.6   3.5   2.1 999.0 99.0 99.00
2008 05 21 08 50 337  9.7 11.6  1.09  4.76  4.09 341 1003.7   3.4   2.1 999.0 99.0 99.00
2008 05 21 09 50 331  8.6 10.2  1.08  4.76  4.06 344 1003.9   3.2   2.1 999.0 99.0 99.00
2008 05 21 10 50 334  9.5 12.4  1.27  5.26  4.24 336 1003.7   3.2   2.1 999.0 99.0 99.00
2008 05 21 11 50 325  8.7  9.9  1.16  5.00  4.10 340 1003.9   3.2   2.1 999.0 99.0 99.00
2008 05 21 12 50 329  7.9  9.8  1.11  5.00  4.10 342 1004.3   3.2   2.1 999.0 99.0 99.00
2008 05 21 13 50 323  6.8  8.1  1.02  4.76  3.98 340 1004.6   3.1   2.1 999.0 99.0 99.00
2008 05 21 14 50 329  8.3  9.7  1.15  5.00  4.16 349 1004.8   3.2   2.1 999.0 99.0 99.00
